"Identifiant";"Dénomination complète";"Type voie";"Arrondissement";"Longueur voie"
"13973";"RUE VAUVILLIERS";"rue";"01e";"58"
"10396";"AVENUE DUQUESNE";"avenue";"07e";"750"
"10158";"RUE DAREAU";"rue";"14e";"430"
"11606";"RUE KELLER";"rue";"11e";"295"
"11878";"PASSAGE LISA";"passage";"11e";"73"
"10345";"PASSAGE DRIANCOURT";"passage";"12e";"87"
"13719";"AVENUE SAINTE-MARIE";"avenue";"12e";"30"
"10429";"RUE DES ECOLES";"rue";"05e";"775"
"13226";"BOULEVARD RICHARD LENOIR";"boulevard";"11e";"1500"
"11714";"RUE LAUGIER";"rue";"17e";"805"
"10398";"RUE DURANTI";"rue";"11e";"285"
"9527";"AVENUE BUGEAUD";"avenue";"16e";"542"
"15316";"PROMENADE CLEEWS VELLAY";"promenade";"10e";""
"11605";"RUE DE KABYLIE";"rue";"19e";"49"
"12064";"PLACE DU MARCHE SAINT-HONORE";"place";"01e";"125"
"9667";"IMPASSE CELS";"impasse";"14e";"41"
"9746";"RUE DE CHARENTON";"rue";"12e";"3150"
"9100";"RUE AUGER";"rue";"20e";"105"
"12089";"PONT MARIE";"pont";"04e";"97"
"12368";"RUE MORAND";"rue";"11e";"250"
"11973";"BOULEVARD MACDONALD";"boulevard";"19e";"1800"
"12936";"COUR DU PONANT";"cour";"12e";""
"8812";"VILLA ADRIENNE";"villa";"14e";"330"
"10073";"RUE DE COURTY";"rue";"07e";"57"
"8982";"RUE DES ANGLAIS";"rue";"05e";"74"
"10557";"RUE ERNEST LACOSTE";"rue";"12e";"105"
"13686";"RUE SAINT-SULPICE";"rue";"06e";"294"
"11779";"RUE LEON";"rue";"18e";"450"
"12362";"SQUARE DE MONTSOURIS";"square";"14e";"207"
"9070";"RUE DES ARTISTES";"rue";"14e";"170"
"13741";"RUE DE TALLEYRAND";"rue";"07e";"139"
"14392";"VOIE BS/18";"voie";"18e";"170"
"10228";"RUE DU DEPARTEMENT";"rue";"18e,19e";"595"
"15394";"PLACE DO HUU VI";"place";"16e";""
"12526";"CARREFOUR DE L'ODEON";"carrefour";"06e";""
"13834";"RUE DE TOLBIAC";"rue";"13e";"2715"
"14482";"VOIE CJ/15";"voie";"15e";"210"
"9083";"RUE DE L'ASSOMPTION";"rue";"16e";"862"
"14433";"VOIE BD/16";"voie";"16e";"130"
"12597";"RUE DE LA PAIX";"rue";"02e";"230"
"11373";"RUE DES ITALIENS";"rue";"09e";"92"
"9665";"PORT DES CELESTINS";"port";"04e";"390"
"15351";"VOIE ET/19";"voie";"19e";""
"11928";"RUE LOUIS MURAT";"rue";"08e";"120"
"9173";"RUE BARDINET";"rue";"14e";"152"
"13758";"RUE DU TEMPLE";"rue";"03e,04e";"1335"
"8896";"HAMEAU D'ALLERAY";"hameau";"15e";"51"
"10646";"RUE DU FAUBOURG POISSONNIERE";"rue";"09e,10e";"1408"
"11790";"RUE LEON DELAGRANGE";"rue";"15e";"62"
"13233";"RUE RICHER";"rue";"09e";"380"
"9941";"PASSAGE DES CLOYS";"passage";"18e";"113"
"13308";"RUE ROQUEPINE";"rue";"08e";"192"
"14451";"VOIE BR/16";"voie";"16e";"400"
"13599";"RUE SAINT-GERMAIN L'AUXERROIS";"rue";"01e";"147"
"14100";"RUE DE VIROFLAY";"rue";"15e";"76"
"14634";"ALLEE DES BUTTES";"allée";"12e";"550"
"9418";"HAMEAU DE BOULAINVILLIERS";"hameau";"16e";"250"
"15383";"PROMENADE GISELE HALIMI";"promenade";"07e,15e";""
"14399";"VOIE AT/17";"voie";"17e";"140"
"9606";"RUE CAPRON";"rue";"18e";"170"
"9133";"PORT D'AUTEUIL";"port";"16e";"1660"
"11822";"RUE LEROUX";"rue";"16e";"220"
"14667";"ALLEE DES LAPINS";"allée";"12e";"650"
"10191";"RUE DEBROUSSE";"rue";"16e";"84"
"13336";"AVENUE DE ROUVRAY";"avenue";"16e";"56"
"14293";"VOIE CJ/12";"voie";"12e";"110"
"10463";"AVENUE EDOUARD VAILLANT";"avenue";"16e";"300"
"14616";"CHEMIN DE SURESNES A BAGATELLE";"chemin";"16e";"450"
"10969";"AVENUE DU GENERAL MANGIN";"avenue";"16e";"185"
"11667";"AVENUE DE LAMBALLE";"avenue";"16e";"295"
"10057";"RUE DES COTTAGES";"rue";"18e";"90"
"13585";"IMPASSE SAINT-EUSTACHE";"impasse";"01e";"36"
"11552";"RUE DU JOUR";"rue";"01e";"127"
"11679";"PASSAGE LANDRIEU";"passage";"07e";"234"
"13860";"RUE TOURNEUX";"rue";"12e";"130"
"9200";"BOULEVARD DES BATIGNOLLES";"boulevard";"08e,17e";"750"
"12497";"RUE DE NOISY LE SEC";"rue";"20e";"330"
"11967";"RUE DES LYANES";"rue";"20e";"215"
"11152";"RUE GUENEGAUD";"rue";"06e";"190"
"13409";"RUE SCIPION";"rue";"05e";"140"
"13867";"RUE DE TRACY";"rue";"02e";"100"
"10842";"BOULEVARD DES FRERES VOISIN";"boulevard";"15e";"365"
"12183";"PASSAGE DES MAUXINS";"passage";"19e";"160"
"14350";"VOIE CS/19";"voie";"19e";"420"
"11138";"CITE GRISET";"cité";"11e";"120"
"12329";"PASSAGE DU MONTENEGRO";"passage";"19e";"157"
"9313";"VILLA BERTHIER";"villa";"17e";"35"
"12100";"RUE MARIE STUART";"rue";"02e";"114"
"14448";"VOIE BO/16";"voie";"16e";"150"
"9186";"PASSAGE BASFOUR";"passage";"02e";"60"
"12160";"PASSAGE MAUREL";"passage";"05e";"60"
"11567";"RUE JULES CHAPLAIN";"rue";"06e";"128"
"9601";"RUE DU CAPITAINE SCOTT";"rue";"15e";"108"
"11676";"RUE DE LA LANCETTE";"rue";"12e";"260"
"11002";"PLACE GEORGES BERRY";"place";"09e";""
"9425";"PASSAGE DE LA BOULE BLANCHE";"passage";"12e";"80"
"11648";"SQUARE LAGARDE";"square";"05e";"22"
"9461";"RUE BOUVIER";"rue";"11e";"246"
"9464";"RUE BOY-ZELENSKI";"rue";"10e";"155"
"9644";"RUE CASSETTE";"rue";"06e";"290"
"9472";"RUE BRANTOME";"rue";"03e";"150"
"11141";"PORT DU GROS CAILLOU";"port";"07e";"630"
"9540";"RUE DE BUZENVAL";"rue";"20e";"745"
"8908";"RUE ALPHONSE BAUDIN";"rue";"11e";"150"
"11313";"RUE DE L'HOTEL COLBERT";"rue";"05e";"88"
"13921";"RUE DES URSULINES";"rue";"05e";"107"
"11363";"RUE DES IRLANDAIS";"rue";"05e";"90"
"9627";"RUE CAROLUS DURAN";"rue";"19e";"92"
"8759";"RUE EMILE BOLLAERT";"rue";"19e";"720"
"8966";"RUE ANDRE DUBOIS";"rue";"19e";"62"
"8773";"AVENUE DE L'ABBE ROUSSEL";"avenue";"16e";"92"
"8774";"PLACE DE L'ABBE BASSET";"place";"05e";"15"
"9773";"CITE CHARLES GODON";"cité";"09e";"95"
"9025";"RUE DES ARBUSTES";"rue";"14e";"200"
"9065";"RUE D'ARSONVAL";"rue";"15e";"148"
"10305";"RUE DU DOCTEUR LAURENT";"rue";"13e";"120"
"10310";"PLACE DU DOCTEUR NAVARRE";"place";"13e";""
"10307";"RUE DU DOCTEUR LERAY";"rue";"13e";"140"
"10942";"PLACE DU GENERAL BROCARD";"place";"08e";"52"
"10994";"PLACE DU GENERAL PATTON";"place";"16e";"50"
"10959";"RUE DU GENERAL HENRYS";"rue";"17e";"138"
"10331";"SQUARE DE LA DORDOGNE";"square";"17e";"64"
"11384";"PLACE JACQUES BONSERGENT";"place";"10e";""
"11391";"RUE JACQUES LOUVEL-TESSIER";"rue";"10e";"257"
"15333";"ESPLANADE DES OUVRIERS DE LA TOUR EIFFEL";"esplanade";"07e";""
"13141";"SQUARE RAPP";"square";"07e";"57"
"9458";"IMPASSE BOUTRON";"impasse";"10e";"139"
"9818";"RUE DU CHATEAU LANDON";"rue";"10e";"600"
"12904";"PASSAGE PLANTIN";"passage";"20e";"80"
"11519";"IMPASSE DE JOINVILLE";"impasse";"19e";"152"
"10651";"RUE DU FAUBOURG SAINT-MARTIN";"rue";"10e";"1886"
"13213";"PLACE DE LA REUNION";"place";"20e";""
"9436";"RUE BOURDALOUE";"rue";"09e";"74"
"8981";"IMPASSE DES ANGLAIS";"impasse";"19e";"93"
"10718";"RUE DES FILLES SAINT-THOMAS";"rue";"02e";"80"
"9287";"QUAI DE BERCY";"quai";"12e";"1971"
"12352";"RUE DE MONTMORENCY";"rue";"03e";"363"
"12914";"RUE PLUMET";"rue";"15e";"210"
"10763";"RUE DU FOREZ";"rue";"03e";"42"
"9123";"RUE D'AUMALE";"rue";"09e";"220"
"10212";"RUE DELESSEUX";"rue";"19e";"140"
"15593";"PLACE JEAN DE BUEIL";"place";"13e";""
"10645";"RUE DU FAUBOURG MONTMARTRE";"rue";"09e";"635"
"12953";"PORTE DU PONT NEUF";"porte";"01e";"24"
"13320";"PLACE DE LA ROTONDE";"place";"01e";"34"
"12934";"RUE DE POMEREU";"rue";"16e";"100"
"15479";"PLACE JOSETTE ET MAURICE AUDIN";"place";"05e";"38"
"15352";"RUE GERMAINE KRULL";"rue";"13e";""
"12000";"RUE AU MAIRE";"rue";"03e";"252"
"12291";"RUE DE MONDOVI";"rue";"01e";"73"
"14186";"VOIE AO/20";"voie";"20e";"41"
"8821";"SQUARE DE L'AIDE SOCIALE";"square";"14e";"127"
"14494";"VOIE AV/14";"voie";"14e";"130"
"12813";"PASSAGE PHILIPPE-AUGUSTE";"passage";"11e";"65"
"13689";"RUE SAINT-VICTOR";"rue";"05e";"138"
"11514";"RUE JOANES";"rue";"14e";"92"
"12940";"RUE PONCELET";"rue";"17e";"370"
"10253";"RUE DES DEUX AVENUES";"rue";"13e";"93"
"14330";"VOIE EL/20";"voie";"20e";"170"
"15381";"VOIE FV/20";"voie";"20e";"50"
"13539";"PONT DE SURESNES";"pont";"16e";"200"
"15418";"RUE CAMILLE CRESPIN-DU GAST";"rue";"11e";"190"
"14144";"RUE XAINTRAILLES";"rue";"13e";"130"
"14860";"PLACE JACQUES DEMY";"place";"14e";"66"
"15023";"ALLEE DU PROFESSEUR JEAN BERNARD";"allée";"10e";"125"
"10609";"RUE EUGENE SPULLER";"rue";"03e";"160"
"15151";"PLACE AURELIE NEMOURS";"place";"13e";"35"
"15036";"PLACE MAURICE COUVE DE MURVILLE";"place";"08e";"38"
"13456";"AVENUE SILVESTRE DE SACY";"avenue";"07e";"110"
"14899";"PLACE OLYMPE DE GOUGES";"place";"03e";""
"13399";"RUE SAVORGNAN DE BRAZZA";"rue";"07e";"95"
"10998";"VILLA GEORGE SAND";"villa";"16e";"42"
"15085";"RUE RENE CLAIR";"rue";"18e";"166"
"14936";"VOIE A/1";"voie";"01e";"51"
"14937";"PLACE MARCEL PAUL";"place";"14e";"28"
"14939";"PLACE LOUISE BLANQUART";"place";"18e";"14"
"9496";"RUE BRILLAT-SAVARIN";"rue";"13e";"960"
"8916";"RUE ALPHONSE DE NEUVILLE";"rue";"17e";"162"
"9602";"RUE DU CAPITAINE TARRON";"rue";"20e";"60"
"11210";"RUE DES HAUDRIETTES";"rue";"03e";"115"
"12663";"RUE PAUL BAUDRY";"rue";"08e";"166"
"11717";"RUE LAURENT-PICHAT";"rue";"16e";"140"
"13987";"RUE VERCINGETORIX";"rue";"14e";"1723"
"12473";"RUE NICOLAS CHUQUET";"rue";"17e";"142"
"12128";"RUE MARTIN BERNARD";"rue";"13e";"265"
"14061";"RUE VIGNON";"rue";"08e,09e";"330"
"11887";"RUE DU LOING";"rue";"14e";"112"
"8943";"RUE DE L'AMIRAL MOUCHEZ";"rue";"13e,14e";"810"
"11185";"RUE GUTENBERG";"rue";"15e";"615"
"11264";"RUE HENRI PAPE";"rue";"13e";"145"
"8929";"RUE AMBROISE THOMAS";"rue";"09e";"145"
"9166";"RUE BAPTISTE RENARD";"rue";"13e";"98"
"10817";"RUE DES FRANCS BOURGEOIS";"rue";"03e,04e";"705"
"9676";"RUE CESAR FRANCK";"rue";"15e";"168"
"10966";"AVENUE DU GENERAL LECLERC";"avenue";"14e";"1235"
"10453";"RUE EDOUARD JACQUES";"rue";"14e";"150"
"9609";"RUE CARCEL";"rue";"15e";"82"
"13512";"RUE DE STEINKERQUE";"rue";"18e";"153"
"13201";"RUE DU REPOS";"rue";"20e";"325"
"10275";"RUE DIEU";"rue";"10e";"130"
"13209";"PASSAGE DU RETRAIT";"passage";"20e";"83"
"9660";"RUE DE LA CAVALERIE";"rue";"15e";"125"
"9397";"VILLA DU BORREGO";"villa";"20e";"52"
"13173";"IMPASSE REILLE";"impasse";"14e";"180"
"8961";"QUAI ANDRE CITROEN";"quai";"15e";"1450"
"12765";"AVENUE PERRICHONT";"avenue";"16e";"138"
"11823";"CITE LEROY";"cité";"20e";"60"
"12650";"RUE PASTOURELLE";"rue";"03e";"274"
"11945";"PLACE DU LOUVRE";"place";"01e";"113"
"11623";"RUE LABROUSTE";"rue";"15e";"580"
"12435";"PLACE DE LA NATION";"place";"11e,12e";""
"12728";"RUE PELOUZE";"rue";"08e";"94"
"10132";"IMPASSE DAMESME";"impasse";"13e";"40"
"13932";"RUE VALETTE";"rue";"05e";"145"
"9991";"RUE DU COMMANDEUR";"rue";"14e";"245"
"9843";"RUE DU CHER";"rue";"20e";"75"
"13073";"VILLA DU PROGRES";"villa";"19e";"85"
"11617";"RUE LA BOETIE";"rue";"08e";"1080"
"10808";"RUE FRANCOIS MIRON";"rue";"04e";"385"
"12264";"RUE MIRABEAU";"rue";"16e";"470"
"12576";"RUE DES ORTEAUX";"rue";"20e";"880"
"11715";"AVENUE DE LAUMIERE";"avenue";"19e";"310"
"12767";"RUE PERRONET";"rue";"07e";"65"
"13344";"RUE RUDE";"rue";"16e";"70"
"13812";"RUE DE THORIGNY";"rue";"03e";"192"
"9873";"RUE CHRISTOPHE COLOMB";"rue";"08e";"165"
"13410";"RUE SCRIBE";"rue";"09e";"280"
"12278";"RUE MOLIERE";"rue";"01e";"161"
"12544";"AVENUE DE L'OPERA";"avenue";"01e,02e";"698"
"13321";"RUE ROTROU";"rue";"06e";"52"
"12312";"RUE MONTALIVET";"rue";"08e";"149"
"11057";"RUE GIRARDON";"rue";"18e";"200"
"9813";"RUE DU CHATEAU";"rue";"14e";"670"
"13772";"IMPASSE DU TERTRE";"impasse";"18e";"14"
"9177";"PASSAGE BARRAULT";"passage";"13e";"172"
"12491";"RUE DU NIL";"rue";"02e";"72"
"12738";"RUE PERDONNET";"rue";"10e";"196"
"10522";"RUE EMMERY";"rue";"20e";"59"
"15327";"RUE MADO MAURIN";"rue";"18e";"60"
"14101";"RUE VISCONTI";"rue";"06e";"176"
"11120";"BOULEVARD DE GRENELLE";"boulevard";"15e";"1220"
"10735";"RUE DE FLORENCE";"rue";"08e";"105"
"12957";"RUE POPINCOURT";"rue";"11e";"430"
"10226";"RUE DEPARCIEUX";"rue";"14e";"175"
"14707";"PORTE DU BEL AIR";"porte";"12e";""
"10804";"RUE FRANCOIS GERARD";"rue";"16e";"140"
"10050";"RUE CORTOT";"rue";"18e";"125"
"14029";"PLACE DES VICTOIRES";"place";"01e,02e";""
"11654";"RUE LAHIRE";"rue";"13e";"140"
"9314";"RUE BERTHOLLET";"rue";"05e";"262"
"13655";"IMPASSE SAINT-PAUL";"impasse";"20e";"30"
"8987";"QUAI D'ANJOU";"quai";"04e";"313"
"10389";"CITE DUPONT";"cité";"11e";"120"
"12645";"SQUARE PASTEUR";"square";"15e";"65"
"12072";"PLACE DU MARECHAL DE LATTRE DE TASSIGNY";"place";"16e";"170"
"11393";"RUE JACQUES KELLNER";"rue";"17e";"380"
"11420";"SQUARE JASMIN";"square";"16e";"57"
"10048";"QUAI DE LA CORSE";"quai";"04e";"280"
"10459";"PLACE EDOUARD RENARD";"place";"12e";"100"
"10091";"RUE CRISTINO GARCIA";"rue";"20e";"140"
"10473";"RUE ELIE FAURE";"rue";"12e";"98"
"10487";"RUE EMILE BERTIN";"rue";"18e";"50"
"10565";"RUE ERNEST ROCHE";"rue";"17e";"260"
"10845";"ALLEE DES FRERES VOISIN";"allée";"15e";"121"
"10593";"PASSAGE EUGENE BEAUDOUIN";"passage";"16e";"53"
"11249";"SQUARE HENRI DELORMEL";"square";"14e";"55"
"11273";"RUE HENRI ROBERT";"rue";"01e";"19"
"11280";"RUE HENRI MICHAUX";"rue";"13e";"63"
"10916";"PLACE DU GENERAL MONCLAR";"place";"15e";""
"10918";"PLACE DU GENERAL COCHET";"place";"19e";"58"
"12974";"AVENUE DE LA PORTE CHAUMONT";"avenue";"19e";"350"
"12495";"RUE NOEL BALLAY";"rue";"20e";"80"
"11840";"RUE LE VAU";"rue";"20e";"550"
"12703";"PLACE PAUL REYNAUD";"place";"16e";"80"
"12706";"RUE PAUL SEJOURNE";"rue";"06e";"50"
"12628";"AVENUE DU PARC DES PRINCES";"avenue";"16e";"370"
"13010";"AVENUE DE LA PORTE DE VILLIERS";"avenue";"17e";"345"
"11431";"RUE JEAN-BAPTISTE DUMAY";"rue";"20e";"76"
"12176";"VILLA MAURICE ROLLINAT";"villa";"19e";"24"
"12863";"PLACE PIERRE MAC ORLAN";"place";"18e";""
"12868";"RUE PIERRE NICOLE";"rue";"05e";"370"
"12877";"RUE PIERRE VILLEY";"rue";"07e";"74"
"11541";"RUE JOSEPH GRANIER";"rue";"07e";"88"
"12943";"RUE PONSCARME";"rue";"13e";"145"
"12385";"RUE DE LA MOSKOVA";"rue";"18e";"143"
"11582";"RUE JULES LEMAITRE";"rue";"12e";"100"
"11633";"RUE LACHELIER";"rue";"13e";"95"
"12971";"AVENUE DE LA PORTE DE CHARENTON";"avenue";"12e";"360"
"11727";"VILLA LEANDRE";"villa";"18e";"69"
"11728";"RUE LEBLANC";"rue";"15e";"1360"
"13992";"PASSAGE DE VERDUN";"passage";"19e";"80"
"14793";"VILLA DES HOUSEAUX";"villa";"20e";"33"
"14332";"VOIE R/18";"voie";"18e";"57"
"13411";"RUE SEBASTIEN BOTTIN";"rue";"07e";"23"
"15237";"PLACE DES MESSAGERIES DE L'EST";"place";"18e";""
"14831";"RUE DELPHINE SEYRIG";"rue";"19e";"200"
"14534";"VOIE E/18";"voie";"18e";"87"
"14001";"SQUARE DU VERMANDOIS";"square";"19e";"38"
"13048";"AVENUE DU PRESIDENT KENNEDY";"avenue";"16e";"990"
"13649";"QUAI SAINT-MICHEL";"quai";"05e";"157"
"14719";"RUE NICOLE CHOURAQUI";"rue";"19e";"33"
"14721";"RUE PAUL LAURENT";"rue";"19e";"144"
"14729";"ALLEE DES CARDINOUX";"allée";"19e";"85"
"14176";"VOIE AF/16";"voie";"16e";"42"
"14205";"VOIE BT/20";"voie";"20e";"28"
"14756";"PLACE JEANNE BOHEC";"place";"18e";""
"14752";"PLACE FERNAND MOURLOT";"place";"14e";"160"
"14763";"RUE LEO FRANKEL";"rue";"13e";"140"
"13238";"IMPASSE DES RIGAUNES";"impasse";"19e";"16"
"14213";"VOIE C/16";"voie";"16e";"60"
"14779";"PASSAGE SAINT-VIVANT";"passage";"12e";"75"
"14224";"VOIE D/19";"voie";"19e";"47"
"14226";"VOIE E/6";"voie";"06e";"44"
"15100";"PLACE RENE LAENNEC";"place";"07e";""
"9276";"RUE BENJAMIN GODARD";"rue";"16e";"100"
"14948";"RUE FRANCOIS BLOCH-LAINE";"rue";"13e";"42"
"12763";"PASSAGE PERREUR";"passage";"20e";"58"
"14969";"PASSERELLE LEOPOLD SEDAR SENGHOR";"passerelle";"01e,07e";"145"
"14977";"PLACE NATHALIE LEMEL";"place";"03e";""
"15111";"RUE MAXIME LISBONNE";"rue";"18e";"35"
"12806";"CITE DE PHALSBOURG";"cité";"11e";"145"
"15124";"RUE MARIE SKOBTSOV";"rue";"15e";"158"
"14657";"ROUTE DU FORT DE GRAVELLE";"route";"12e";"180"
"11089";"RUE DE LA GOUTTE D'OR";"rue";"18e";"395"
"11868";"RUE DE LILLE";"rue";"07e";"1060"
"13088";"CITE DE PUSY";"cité";"17e";"63"
"9022";"SQUARE ARAGO";"square";"13e";"36"
"13582";"COUR DU SAINT-ESPRIT";"cour";"11e";"88"
"13485";"RUE SOPHIE GERMAIN";"rue";"14e";"116"
"9979";"RUE DE COMMAILLE";"rue";"07e";"93"
"11077";"PASSAGE GOIX";"passage";"19e";"124"
"12791";"PLACE DU PETIT PONT";"place";"05e";""
"9835";"RUE DE CHAZELLES";"rue";"17e";"315"
"9782";"RUE CHARLES LEROY";"rue";"13e";"205"
"13488";"PLACE DE LA SORBONNE";"place";"05e";"72"
"14649";"ROUTE DU DONJON";"route";"12e";"850"
"14668";"ROUTE LEMOINE";"route";"12e";"150"
"14633";"ROUTE BRULEE";"route";"12e";"560"
"13800";"SQUARE THIERS";"square";"16e";"62"
"14335";"VOIE EP/20";"voie";"20e";"30"
"14334";"VOIE EO/20";"voie";"20e";"120"
"11545";"RUE JOUBERT";"rue";"09e";"275"
"12223";"AVENUE DE MESSINE";"avenue";"08e";"387"
"9649";"RUE DE CASTELLANE";"rue";"08e";"136"
"9611";"RUE CARDINALE";"rue";"06e";"61"
"13394";"RUE DE SAUSSURE";"rue";"17e";"1260"
"12779";"PASSAGE DE LA PETITE BOUCHERIE";"passage";"06e";"76"
"9558";"IMPASSE CALMELS";"impasse";"18e";"48"
"15005";"RUE EMILIE DU CHATELET";"rue";"13e";"60"
"10324";"IMPASSE DOMBASLE";"impasse";"15e";"68"
"11221";"COUR DU HAVRE";"cour";"08e";""
"9952";"RUE DU COLISEE";"rue";"08e";"440"
"13546";"RUE SAINT-AMAND";"rue";"15e";"322"
"10335";"RUE DOSNE";"rue";"16e";"189"
"14496";"VOIE AX/14";"voie";"14e";"160"
"14498";"VOIE AZ/14";"voie";"14e";"170"
"9706";"VILLA CHAMPIONNET";"villa";"18e";"55"
"13997";"SQUARE VERGENNES";"square";"15e";"118"
"14394";"VOIE BU/18";"voie";"18e";"150"
"14576";"CHEMIN DES LACS A LA PORTE DAUPHINE";"chemin";"16e";"730"
"14572";"AVENUE DE L'HIPPODROME";"avenue";"16e";"1700"
"14648";"ROUTE DOM PERIGNON";"route";"12e";"470"
"14598";"ROUTE DE LA PORTE DES SABLONS A LA PORTE MAILLOT";"route";"16e";"830"
"12410";"VILLA MOZART";"villa";"16e";"58"
"10112";"RUE DE LA CURE";"rue";"16e";"118"
"11326";"PASSAGE HULOT";"passage";"01e";"16"
"11655";"IMPASSE DE LA JONQUIERE";"impasse";"17e";"86"
"10364";"VILLA DUFRESNE";"villa";"16e";"80"
"11908";"PLACE LOUIS ARMSTRONG";"place";"13e";""
"14338";"VOIE ES/20";"voie";"20e";"110"
"11675";"SQUARE DE LA MOTTE-PICQUET";"square";"15e";"40"
"8789";"RUE DE L'ABREUVOIR";"rue";"18e";"133"
"10705";"RUE DE LA FERRONNERIE";"rue";"01e";"114"
"10531";"RUE DE L'EPEE DE BOIS";"rue";"05e";"155"
"13756";"RUE DU TELEGRAPHE";"rue";"20e";"514"
"13759";"PASSAGE TENAILLE";"passage";"14e";"100"
"10332";"SENTE DES DOREES";"sente";"19e";"245"
"11433";"RUE JEAN-BAPTISTE SEMANAZ";"rue";"19e";"40"
"9252";"RUE BELHOMME";"rue";"18e";"98"
"14000";"PASSAGE VERITE";"passage";"01e";"11"
"10523";"RUE DE L'ENCHEVAL";"rue";"19e";"106"
"9556";"RUE DU CAIRE";"rue";"02e";"330"
"11155";"RUE GUERIN-BOISSEAU";"rue";"02e";"58"
"12890";"IMPASSE PIVER";"impasse";"11e";"15"
"12475";"RUE NICOLAS FLAMEL";"rue";"04e";"99"
"13532";"RUE SUGER";"rue";"06e";"133"
"11562";"RUE DES JUGES CONSULS";"rue";"04e";"37"
"14321";"VOIE EC/20";"voie";"20e";"170"
"14570";"ROUTE DE LA GRANDE CASCADE";"route";"16e";"1250"
"9869";"RUE CHRISTIAN DEWET";"rue";"12e";"102"
"10552";"RUE ERNEST GOUIN";"rue";"17e";"72"
"11000";"AVENUE GEORGES BERNANOS";"avenue";"05e";"115"
"10689";"COUR DES FERMES";"cour";"01e";"72"
"12188";"RUE MAYET";"rue";"06e";"188"
"11893";"RUE DE LONDRES";"rue";"08e,09e";"580"
"8796";"RUE ACHILLE LUCHAIRE";"rue";"14e";"110"
"9904";"AVENUE CLAUDE VELLEFAUX";"avenue";"10e";"610"
"9384";"PLACE DE BOLIVIE";"place";"16e";"40"
"9961";"PLACE DU COLONEL BOURGOIN";"place";"12e";""
"9970";"RUE DES COLONELS RENARD";"rue";"17e";"93"
"9976";"RUE DU COLONEL ROZANOFF";"rue";"12e";"220"
"8848";"RUE ALBERT SAMAIN";"rue";"17e";"80"
"9677";"RUE CESSELIN";"rue";"11e";"69"
"8963";"RUE D'ANDIGNE";"rue";"16e";"195"
"8807";"BOULEVARD ADOLPHE PINARD";"boulevard";"14e";"1000"
"8983";"RUE ANDRE DANJON";"rue";"19e";"210"
"14510";"VOIE DF/13";"voie";"13e";"310"
"8991";"ALLEE ANNE DE BEAUJEU";"allée";"19e";"145"
"9007";"PASSAGE ANTOINE CAREME";"passage";"01e";"42"
"14477";"VOIE CE/15";"voie";"15e";"180"
"9038";"RUE ARISTIDE MAILLOL";"rue";"15e";"100"
"9836";"ALLEE DU CHEF D'ESCADRON DE GUILLEBON";"allée";"14e,15e";"274"
"9069";"RUE ARTHUR GROUSSIER";"rue";"10e";"125"
"10313";"PLACE DU DOCTEUR PAUL MICHAUX";"place";"16e";""
"10315";"RUE DU DOCTEUR ROUX";"rue";"15e";"365"
"10342";"RUE DRANEM";"rue";"11e";"71"
"11006";"RUE GEORGES DE PORTO-RICHE";"rue";"14e";"142"
"11016";"VOIE GEORGES POMPIDOU";"voie";"01e,04e,08e,12e,16e";"13000"
"10348";"IMPASSE DU 49 FAUBOURG SAINT-MARTIN";"impasse";"10e";"56"
"13228";"BOULEVARD RICHARD WALLACE";"boulevard";"Hors Paris";"530"
"15027";"VOIE FO/13";"voie";"13e";""
"13460";"RUE SIMONET";"rue";"13e";"108"
"9124";"RUE AUMONT";"rue";"13e";"60"
"12105";"RUE DES MARINIERS";"rue";"14e";"200"
"14544";"VOIE DG/12";"voie";"12e";"150"
"15354";"RUE BERENICE ABBOTT";"rue";"13e";""
"9394";"RUE BORDA";"rue";"03e";"35"
"9639";"RUE DE CASABLANCA";"rue";"15e";"44"
"9128";"PONT D'AUSTERLITZ";"pont";"05e,12e,13e";"200"
"12900";"IMPASSE DE LA PLANCHETTE";"impasse";"03e";"28"
"13707";"RUE SAINTE-ELISABETH";"rue";"03e";"70"
"11702";"RUE DE LA SOURDIERE";"rue";"01e";"256"
"12903";"VILLA DES PLANTES";"villa";"14e";"24"
"11187";"RUE GUY DE LA BROSSE";"rue";"05e";"103"
"13591";"IMPASSE SAINT-FIACRE";"impasse";"04e";"20"
"12396";"RUE DES MOULINS";"rue";"01e";"76"
"13944";"RUE DE VALOIS";"rue";"01e";"377"
"13815";"CITE THURE";"cité";"15e";"67"
"14387";"VOIE BP/18";"voie";"18e";"140"
"13825";"RUE TITON";"rue";"11e";"387"
"14596";"ROUTE DU POINT DU JOUR A SURESNES";"route";"16e";"800"
"10901";"RUE GASNIER-GUY";"rue";"20e";"106"
"9669";"RUE DES CENDRIERS";"rue";"20e";"214"
"12024";"RUE MANDAR";"rue";"02e";"162"
"12245";"COUR DU MIDI";"cour";"12e";""
"10525";"PASSAGE D'ENFER";"passage";"14e";"160"
"12529";"RUE D'ODESSA";"rue";"14e";"184"
"10080";"RUE CREBILLON";"rue";"06e";"62"
"12669";"RUE PAUL BOREL";"rue";"17e";"39"
"13086";"PLACE DU PUITS DE L'ERMITE";"place";"05e";"50"
"15131";"PLACE MELINA MERCOURI";"place";"20e";""
