"Identifiant";"Dénomination complète";"Type voie";"Arrondissement";"Longueur voie"
"8998";"QUAI ANATOLE FRANCE";"quai";"07e";"585"
"9710";"AVENUE DES CHAMPS ELYSEES";"avenue";"08e";"1910"
"12177";"PLACE MAURICE QUENTIN";"place";"01e";""
"13636";"BOULEVARD SAINT-MARCEL";"boulevard";"05e,13e";"750"
"10211";"PASSAGE DELESSERT";"passage";"10e";"100"
"12081";"RUE DE MARENGO";"rue";"01e";"59"
"11506";"QUAI DE JEMMAPES";"quai";"10e";"1615"
"12638";"RUE PASCAL";"rue";"05e,13e";"710"
"9637";"PONT DU CARROUSEL";"pont";"01e,06e,07e";"168"
"11524";"CITE JOLY";"cité";"11e";"135"
"13762";"AVENUE DES TERNES";"avenue";"17e";"920"
"13277";"RUE DE ROCROY";"rue";"10e";"300"
"14063";"RUE VILIN";"rue";"20e";"80"
"10069";"RUE DES COURONNES";"rue";"20e";"825"
"13271";"PASSAGE ROCHEBRUNE";"passage";"11e";"91"
"9648";"VILLA CASTEL";"villa";"20e";"56"
"11115";"PASSAGE DES GRAVILLIERS";"passage";"03e";"54"
"11831";"RUE DE LESSEPS";"rue";"20e";"170"
"14737";"COUR SAINT-EMILION";"cour";"12e";"220"
"13634";"RUE SAINT-MARC";"rue";"02e";"320"
"14017";"ALLEE VERTE";"allée";"11e";"216"
"10624";"RUE EVETTE";"rue";"19e";"55"
"12611";"PASSAGE DES PANORAMAS";"passage";"02e";"133"
"13697";"PASSAGE SAINTE-ANNE POPINCOURT";"passage";"11e";"146"
"13240";"RUE DES RIGOLES";"rue";"20e";"500"
"13734";"AVENUE TAILLADE";"avenue";"20e";"60"
"9221";"RUE DE BEAUCE";"rue";"03e";"135"
"9814";"RUE CHATEAUBRIAND";"rue";"08e";"266"
"13098";"RUE DES QUATRE FILS";"rue";"03e";"224"
"12345";"RUE DE MONT-LOUIS";"rue";"11e";"125"
"15551";"ALLEE MARY REYNOLDS";"allée";"14e";""
"11362";"VILLA DES IRIS";"villa";"19e";"53"
"14863";"ALLEE DU PHILOSOPHE";"allée";"11e";""
"10502";"PLACE EMILE GOUDEAU";"place";"18e";"43"
"15145";"PLACE SERGE POLIAKOFF";"place";"13e";""
"11639";"RUE LA FAYETTE";"rue";"09e,10e";"2830"
"15153";"RUE CESARIA EVORA";"rue";"19e";"830"
"15060";"PLACE DE LA LAICITE";"place";"15e";"70"
"10476";"AVENUE ELISEE RECLUS";"avenue";"07e";"230"
"15191";"RUE CORA VAUCAIRE";"rue";"18e";""
"15075";"RUE ANNIE GIRARDOT";"rue";"13e";"110"
"15194";"CITE YVES KLEIN";"cité";"18e";""
"10550";"RUE ERNEST CRESSON";"rue";"14e";"172"
"9322";"PASSAGE BESLAY";"passage";"11e";"193"
"9892";"RUE CLAUDE CHAHU";"rue";"16e";"95"
"12234";"RUE MICHAL";"rue";"13e";"215"
"11328";"RUE HUMBLOT";"rue";"15e";"125"
"12331";"RUE MONTERA";"rue";"12e";"250"
"9503";"RUE BROCA";"rue";"05e,13e";"485"
"11253";"RUE HENRI FEULARD";"rue";"10e";"70"
"11243";"RUE HENRI BECQUE";"rue";"13e";"100"
"10681";"RUE FERDINAND FABRE";"rue";"15e";"188"
"10997";"RUE GEORGE SAND";"rue";"16e";"350"
"13450";"RUE DE SIAM";"rue";"16e";"165"
"13252";"RUE ROBERT ESTIENNE";"rue";"08e";"64"
"12028";"RUE MANUEL";"rue";"09e";"91"
"9586";"RUE DE CANDIE";"rue";"11e";"110"
"9443";"RUE DU BOURG L'ABBE";"rue";"03e";"90"
"10515";"RUE EMILE RICHARD";"rue";"14e";"382"
"11406";"RUE JACQUES HILLAIRET";"rue";"12e";"370"
"13856";"PORT DE LA TOURNELLE";"port";"05e";"470"
"12283";"RUE DE MONBEL";"rue";"17e";"85"
"12347";"CITE MONTMARTRE";"cité";"02e";"39"
"15419";"BELVEDERE CLAUDE-GERARD MARCUS";"belvédère";"10e";""
"9672";"RUE DE LA CERISAIE";"rue";"04e";"261"
"10042";"AVENUE CORENTIN CARIOU";"avenue";"19e";"460"
"11600";"RUE DE LA JUSSIENNE";"rue";"02e";"63"
"10715";"RUE DU FIGUIER";"rue";"04e";"116"
"13018";"SQUARE DE PORT-ROYAL";"square";"13e";"126"
"12807";"RUE DE PHALSBOURG";"rue";"17e";"185"
"9192";"RUE BASSOMPIERRE";"rue";"04e";"42"
"15160";"PARVIS DU TRIBUNAL DE PARIS";"parvis";"17e";""
"13523";"RUE DE STOCKHOLM";"rue";"08e";"75"
"12196";"RUE MECHAIN";"rue";"14e";"282"
"14530";"VOIE DU/13";"voie";"13e";"110"
"11222";"PASSAGE DU HAVRE";"passage";"09e";"115"
"14491";"VOIE AS/14";"voie";"14e";"180"
"11749";"RUE LECUIROT";"rue";"14e";"120"
"9231";"RUE BEAUJON";"rue";"08e";"385"
"10262";"PASSAGE DES DEUX SOEURS";"passage";"09e";"98"
"12139";"PLACE DES MARTYRS JUIFS DU VELODROME D'HIVER";"place";"15e";""
"11202";"RUE DU HAMEAU";"rue";"15e";"360"
"12304";"RUE MONSIGNY";"rue";"02e";"165"
"14072";"RUE DE LA VILLE L'EVEQUE";"rue";"08e";"280"
"9833";"RUE CHAUVEAU-LAGARDE";"rue";"08e";"163"
"9795";"RUE CHARLES WEISS";"rue";"15e";"68"
"12822";"RUE PICOT";"rue";"16e";"164"
"13862";"RUE TOURNUS";"rue";"15e";"99"
"10243";"RUE DESIRE RUGGIERI";"rue";"18e";"102"
"9150";"RUE BAILLET";"rue";"01e";"73"
"13615";"RUE SAINT-JEAN";"rue";"17e";"142"
"12276";"AVENUE MOLIERE";"avenue";"16e";"110"
"11158";"RUE GUICHARD";"rue";"16e";"100"
"9175";"RUE BARON";"rue";"17e";"245"
"11643";"HAMEAU LA FONTAINE";"hameau";"16e";"50"
"13846";"RUE DE LA TOUR";"rue";"16e";"1050"
"11778";"RUE LEO DELIBES";"rue";"16e";"135"
"15338";"AVENUE FOCH";"avenue";"Hors Paris";""
"9655";"RUE CAUCHOIS";"rue";"18e";"133"
"14465";"VOIE CC/16";"voie";"16e";"200"
"10334";"RUE DORIAN";"rue";"12e";"128"
"13508";"RUE STANISLAS";"rue";"06e";"245"
"10167";"VILLA DAUMESNIL";"villa";"12e";"120"
"9854";"RUE CHEVERT";"rue";"07e";"287"
"13331";"RUE DU ROULE";"rue";"01e";"116"
"13265";"SQUARE DE ROBIAC";"square";"07e";"50"
"11142";"RUE DU GROS CAILLOU";"rue";"07e";"140"
"9086";"RUE D'ATHENES";"rue";"09e";"211"
"10107";"CITE DE CRUSSOL";"cité";"11e";"156"
"13676";"RUE SAINT-SAUVEUR";"rue";"02e";"250"
"12715";"RUE DES PAVILLONS";"rue";"20e";"123"
"10711";"RUE FEUTRIER";"rue";"18e";"250"
"12730";"RUE DU PENSIONNAT";"rue";"12e";"55"
"14695";"ALLEE ROYALE";"allée";"12e";"330"
"11873";"RUE DE LA LINGERIE";"rue";"01e";"39"
"9072";"ALLEE ARTHUR HONEGGER";"allée";"19e";"170"
"9301";"RUE BERNARD DE CLAIRVAUX";"rue";"03e";"70"
"14267";"VOIE L/10";"voie";"10e";"22"
"9930";"RUE DU CLOS";"rue";"20e";"200"
"9154";"PLACE BALARD";"place";"15e";"100"
"9205";"RUE BAUDOIN";"rue";"13e";"140"
"8972";"RUE ANDRE THEURIET";"rue";"15e";"90"
"9975";"PLACE DU COLONEL FABIEN";"place";"10e,19e";""
"9971";"RUE DE LA COLONIE";"rue";"13e";"600"
"9517";"AVENUE BRUNETIERE";"avenue";"17e";"390"
"8888";"BOULEVARD D'ALGERIE";"boulevard";"19e";"670"
"9542";"RUE CACHEUX";"rue";"13e";"155"
"11647";"RUE LAGARDE";"rue";"05e";"99"
"9571";"RUE CAMILLE BLAISOT";"rue";"17e";"135"
"9610";"RUE CARDAN";"rue";"17e";"75"
"8938";"SQUARE D'AMIENS";"square";"20e";"193"
"8950";"PLACE DE L'AMPHITHEATRE";"place";"14e";"44"
"10570";"RUE DE L'ESPERANCE";"rue";"13e";"280"
"8764";"PLACE DE L'ABBE GEORGES HENOCQUE";"place";"13e";""
"9712";"ROND-POINT DES CHAMPS ELYSEES-MARCEL DASSAULT";"rond-point";"08e";""
"8985";"PLACE ANDRE MALRAUX";"place";"01e";""
"14495";"VOIE AW/14";"voie";"14e";"130"
"8837";"AVENUE ALBERT BARTHOLOME";"avenue";"15e";"665"
"9016";"PLACE ANDRE MASSON";"place";"13e";"49"
"10968";"RUE DU GENERAL MALLETERRE";"rue";"16e";"246"
"11020";"ALLEE GEORGES RECIPON";"allée";"19e";"152"
"15357";"RUE GISELE FREUND";"rue";"13e";""
"11818";"RUE LEREDDE";"rue";"13e";"163"
"8890";"SQUARE ALICE";"square";"14e";"40"
"12525";"RUE DE L'OCULUS";"rue";"01e";"39"
"9954";"VILLA COLLET";"villa";"14e";"75"
"12945";"PASSAGE DU PONT AUX BICHES";"passage";"03e";"53"
"12104";"PASSAGE MARIGNAN";"passage";"08e";"44"
"12059";"RUE DU MARCHE DES BLANCS MANTEAUX";"rue";"04e";"89"
"9442";"PASSAGE DU BOURG L'ABBE";"passage";"02e";"47"
"11838";"RUE LEUCK MATHIEU";"rue";"20e";"85"
"14600";"ALLEE DES POTEAUX";"allée";"16e";"400"
"11529";"RUE JONQUOY";"rue";"14e";"260"
"10421";"RUE DE L'ECHIQUIER";"rue";"10e";"390"
"14206";"VOIE BU/20";"voie";"20e";"4"
"9191";"RUE BASSE DES CARMES";"rue";"05e";"58"
"11007";"RUE GEORGES DESPLAS";"rue";"05e";"85"
"13957";"RUE VARET";"rue";"15e";"300"
"12286";"VILLA MONCEAU";"villa";"17e";"64"
"13861";"RUE DE TOURNON";"rue";"06e";"233"
"14620";"ROUTE DE LA VIERGE AUX BERCEAUX";"route";"16e";"1100"
"11044";"RUE GEORGE BERNARD SHAW";"rue";"15e";"170"
"10736";"RUE FLORENCE BLUMENTHAL";"rue";"16e";"70"
"10027";"RUE DU CONVENTIONNEL CHIAPPE";"rue";"13e";"95"
"10481";"RUE EMELIE";"rue";"19e";"77"
"10791";"RUE FRANCIS DE PRESSENSE";"rue";"14e";"118"
"10542";"RUE ERIK SATIE";"rue";"19e";"80"
"11232";"RUE HEGESIPPE MOREAU";"rue";"18e";"178"
"11246";"PLACE HENRI BERGSON";"place";"08e";"105"
"13696";"RUE SAINTE-ANNE";"rue";"01e,02e";"440"
"10664";"PLACE FELIX EBOUE";"place";"12e";""
"11275";"RUE HENRI DESGRANGE";"rue";"12e";"115"
"10903";"ALLEE GASTON BACHELARD";"allée";"14e";"305"
"12467";"PLACE DU NICARAGUA";"place";"17e";""
"12519";"VILLA DES NYMPHEAS";"villa";"20e";"102"
"11798";"AVENUE LEON GAUMONT";"avenue";"20e";"535"
"12828";"RUE PIERRE BOURDAN";"rue";"12e";"175"
"12837";"RUE PIERRE ET MARIE CURIE";"rue";"05e";"206"
"12187";"RUE MAX ERNST";"rue";"20e";"150"
"12189";"ALLEE MAURICE BAUMONT";"allée";"07e";"168"
"11944";"PORTE DU LOUVRE";"porte";"01e";""
"12260";"COUR DU MINERVOIS";"cour";"12e";"40"
"11960";"RUE LUCIEN BOSSOUTROT";"rue";"15e";"310"
"12865";"RUE PIERRE LOUYS";"rue";"16e";"70"
"12274";"RUE MODIGLIANI";"rue";"15e";"120"
"12873";"RUE PIERRE SOULIE";"rue";"20e";"235"
"11536";"RUE JOSEPH SANSBOEUF";"rue";"08e";"54"
"11546";"RUE JONGKIND";"rue";"15e";"170"
"12365";"VILLA DU MONT TONNERRE";"villa";"15e";"116"
"11631";"SQUARE LA CHAMPMESLE";"square";"19e";"99"
"12424";"RUE DE NANCY";"rue";"10e";"140"
"12094";"PLACE MARIE DE MIRIBEL";"place";"20e";""
"14795";"VILLA DU MOULIN DAGOBERT";"villa";"11e";"22"
"14229";"VOIE DM/20";"voie";"20e";"26"
"14263";"VOIE J/20";"voie";"20e";"64"
"14799";"VILLA DU BOIS D'ORME";"villa";"19e";"47"
"14802";"PLACE HENRI FISZBIN";"place";"19e";"31"
"13373";"AVENUE DE SALONIQUE";"avenue";"17e";"87"
"14376";"VOIE U/19";"voie";"19e";"49"
"14344";"VOIE S/16";"voie";"16e";"42"
"14251";"VOIE G/17";"voie";"17e";"31"
"13436";"RUE SERPOLLET";"rue";"20e";"300"
"14839";"ESPLANADE NATHALIE SARRAUTE";"esplanade";"18e";""
"13552";"VILLA SAINT-ANGE";"villa";"17e";"87"
"13616";"RUE SAINT-JEAN-BAPTISTE DE LA SALLE";"rue";"06e";"166"
"13070";"RUE DU PROFESSEUR LOUIS RENAULT";"rue";"13e";"75"
"14728";"ROND-POINT DU BLEUET DE FRANCE";"rond-point";"07e";"47"
"14142";"AVENUE WINSTON CHURCHILL";"avenue";"08e";"220"
"14145";"RUE XAVIER PRIVAS";"rue";"05e";"100"
"14160";"VOIE AU/18";"voie";"18e";"53"
"13174";"BOULEVARD DE REIMS";"boulevard";"17e";"685"
"14743";"PLACE JOSE RIZAL";"place";"09e";""
"13194";"AVENUE RENE FONCK";"avenue";"19e";"250"
"13830";"PLACE DE TOKYO";"place";"16e";"150"
"14747";"PLACE AMEDEE GORDINI";"place";"15e";"68"
"14748";"PLACE DE KYOTO";"place";"15e";""
"14758";"PROMENADE DORA BRUDER";"promenade";"18e";"385"
"13264";"RUE ROBERVAL";"rue";"17e";"42"
"14227";"VOIE E/7";"voie";"07e";"32"
"13285";"RUE ROGER VERLOMME";"rue";"03e";"96"
"14950";"RUE HELENE BRION";"rue";"13e";"310"
"15259";"PROMENADE MARCELINE LORIDAN-IVENS";"promenade";"06e,07e";""
"14955";"AVENUE BENOIT FRACHON";"avenue";"20e";"240"
"8855";"SQUARE ALBONI";"square";"16e";"267"
"12603";"CITE DU PALAIS ROYAL DE BELLEVILLE";"cité";"19e";"80"
"9767";"PLACE CHARLES FILLION";"place";"17e";"340"
"9412";"PASSAGE BOUDIN";"passage";"20e";"114"
"12539";"VILLA OLIVIER METRA";"villa";"20e";"54"
"14843";"PLACE JACOB KAPLAN";"place";"09e";"36"
"14992";"RUE ALBERT EINSTEIN";"rue";"13e";"180"
"9225";"CITE BEAUHARNAIS";"cité";"11e";"210"
"15122";"RUE GUSTAVE ET MARTIAL CAILLEBOTTE";"rue";"20e";"132"
"10118";"RUE CUVIER";"rue";"05e";"531"
"10577";"PLACE DE L'ESTRAPADE";"place";"05e";""
"14051";"RUE VIDE-GOUSSET";"rue";"02e";"28"
"13893";"RUE TRONCHET";"rue";"08e,09e";"330"
"10236";"RUE DESCOMBES";"rue";"17e";"197"
"14019";"AVENUE DE VERZY";"avenue";"17e";"235"
"11161";"PASSAGE GUILHEM";"passage";"11e";"37"
"10142";"AVENUE DANIEL LESUEUR";"avenue";"07e";"99"
"12583";"RUE OUDINOT";"rue";"07e";"325"
"9728";"AVENUE DE LA CHAPELLE";"avenue";"17e";"80"
"11542";"PASSAGE JOSSEAUME";"passage";"20e";"128"
"11441";"RUE JEAN BOUTON";"rue";"12e";"98"
"10249";"RUE DES RENAUDES";"rue";"17e";"480"
"11864";"RUE LIGNER";"rue";"20e";"250"
"11547";"IMPASSE JOUDRIER";"impasse";"11e";"70"
"9241";"PLACE BEAUVAU";"place";"08e";""
"11522";"RUE DE JOINVILLE";"rue";"19e";"295"
"9939";"RUE CLOVIS HUGUES";"rue";"19e";"80"
"9452";"RUE DE LA BOURSE";"rue";"02e";"96"
"9211";"RUE BAULANT";"rue";"12e";"75"
"15343";"VILLA HORTENSE DURY-VASSELON";"villa";"20e";"54"
"11358";"PONT DES INVALIDES";"pont";"07e,08e";"155"
"11709";"BOULEVARD DE LA TOUR-MAUBOURG";"boulevard";"07e";"950"
"10638";"CITE FALGUIERE";"cité";"15e";"67"
"13803";"PASSAGE DE THIONVILLE";"passage";"19e";"88"
"9567";"RUE DE CAMBRAI";"rue";"19e";"580"
"13499";"RUELLE SOURDIS";"ruelle";"03e";"213"
"13775";"RUE TESSON";"rue";"10e";"130"
"15130";"CITE TRAEGER";"cité";"18e";"88"
"15018";"ESPLANADE PIERRE VIDAL-NAQUET";"esplanade";"13e";"140"
"15134";"PATIO-PLACE PINA BAUSCH";"patio-place";"01e";"34"
"15034";"PLACE MARTHE SIMARD";"place";"14e";"50"
"15143";"PROMENADE MARCEL CARNE";"promenade";"09e,18e";"114"
"15146";"PLACE LISE ET ARTUR LONDON";"place";"12e";""
"15052";"PLACE DES SOURCES DU NORD";"place";"20e";"30"
"15038";"ESPLANADE DU GENERAL CASSO";"esplanade";"17e";"41"
"13928";"PLACE DE VALENCIENNES";"place";"10e";""
"14892";"PLACE CLAUDE BOURDET";"place";"13e";"20"
"13443";"RUE SEVERO";"rue";"14e";"150"
"12106";"RUE MARINONI";"rue";"07e";"95"
"15097";"ALLEE LOUIS DE FUNES";"allée";"08e";"75"
"14946";"PLACE LOULOU GASTE";"place";"17e";""
"9955";"RUE COLLETTE";"rue";"17e";"135"
"12277";"PASSAGE MOLIERE";"passage";"03e";"46"
"10902";"RUE GASSENDI";"rue";"14e";"400"
"9799";"PASSAGE DU CHAROLAIS";"passage";"12e";"71"
"13484";"RUE DE SONTAY";"rue";"16e";"155"
"14139";"RUE WEBER";"rue";"16e";"180"
"12577";"RUE ORTOLAN";"rue";"05e";"130"
"9454";"RUE BOUSSINGAULT";"rue";"13e";"535"
"11399";"RUE JADIN";"rue";"17e";"90"
"10354";"RUE DUBRUNFAUT";"rue";"12e";"150"
"13556";"RUE SAINT-AUGUSTIN";"rue";"02e";"362"
"9101";"RUE AUGEREAU";"rue";"07e";"218"
"13584";"PORTE SAINT-EUSTACHE";"porte";"01e";"62"
"15004";"RUE DU CINEMA";"rue";"01e";"80"
"14700";"PORTE DE SAINT-MANDE";"porte";"12e";""
"14587";"BUTTE MORTEMART";"";"16e";"150"
"12917";"RUE DE LA POINTE D'IVRY";"rue";"13e";"200"
"12007";"IMPASSE DE MALAKOFF";"impasse";"16e";"65"
"13363";"VILLA SAID";"villa";"16e";"200"
"11374";"AVENUE D'IVRY";"avenue";"13e";"791"
"14365";"VOIE DF/19";"voie";"19e";"420"
"12308";"AVENUE MONTAIGNE";"avenue";"08e";"615"
"12332";"AVENUE DE MONTESPAN";"avenue";"16e";"160"
"10386";"CITE DUPLAN";"cité";"16e";"67"
"9673";"RUE DE CERISOLES";"rue";"08e";"80"
"11773";"PASSAGE LEMOINE";"passage";"02e";"104"
"12364";"RUE DU MONT THABOR";"rue";"01e";"410"
"10240";"VILLA DESHAYES";"villa";"14e";"138"
"10769";"RUE DES FOSSES SAINT-BERNARD";"rue";"05e";"283"
"15482";"ALLEE DE BEAUPASSAGE ANTOINE ALLENO";"allée";"07e";""
"13857";"QUAI DE LA TOURNELLE";"quai";"05e";"420"
"14459";"VOIE BW/16";"voie";"16e";"330"
"13553";"PASSAGE SAINT-ANTOINE";"passage";"11e";"80"
"10008";"CITE CONDORCET";"cité";"09e";"112"
"13895";"PASSAGE DU TRONE";"passage";"11e";"80"
"14296";"VOIE CM/12";"voie";"12e";"60"
"11417";"RUE JARRY";"rue";"10e";"95"
"11154";"RUE GUENOT";"rue";"11e";"160"
"11583";"RUE JULES PICHARD";"rue";"12e";"31"
"12542";"IMPASSE ONFROY";"impasse";"13e";"58"
"13936";"PASSAGE VALLET";"passage";"13e";"113"
"11320";"RUE HOUDART";"rue";"20e";"150"
"12528";"RUE DE L'ODEON";"rue";"06e";"176"
"12338";"RUE MONTGALLET";"rue";"12e";"343"
"9274";"RUE BENARD";"rue";"14e";"280"
"14358";"VOIE DA/19";"voie";"19e";"240"
"11033";"PLACE DU GENERAL TESSIER DE MARGUERITTES";"place";"20e";""
"11407";"PLACE JACQUES MARETTE";"place";"15e";""
"10454";"RUE EDOUARD LARTET";"rue";"12e";"285"
"11052";"RUE GINETTE NEVEU";"rue";"18e";"200"
"10722";"RUE FIRMIN GILLOT";"rue";"15e";"250"
"10724";"AVENUE DE FLANDRE";"avenue";"19e";"1485"
"10760";"PLACE DE FONTENOY-UNESCO";"place";"07e";""
"10790";"RUE FRANCIS DE CROISSET";"rue";"18e";"240"
"10500";"RUE EMILE DURKHEIM";"rue";"13e";"240"
"10805";"PLACE FRANCIS POULENC";"place";"19e";""
"10533";"VILLA DES EPINETTES";"villa";"17e";"80"
"14281";"VOIE N/19";"voie";"19e";"24"
"10558";"RUE ERNEST LAVISSE";"rue";"12e";"130"
"11191";"RUE GUY MOQUET";"rue";"17e";"590"
"10837";"RUE DES FRERES FLAVIEN";"rue";"20e";"500"
"10589";"PLACE ETIENNE PERNET";"place";"15e";"135"
"10684";"AVENUE FERDOUSI";"avenue";"08e";"210"
"12465";"AVENUE DE NEW YORK";"avenue";"16e";"1230"
"12471";"RUE NICOLAS APPERT";"rue";"11e";"137"
"12662";"RUE PAUL BARRUEL";"rue";"15e";"432"
"12986";"PLACE DE LA PORTE MOLITOR";"place";"16e";"90"
"11821";"RUE LEROI-GOURHAN";"rue";"15e";"28"
"13000";"AVENUE DE LA PORTE DE SAINT-CLOUD";"avenue";"16e";"300"
"13002";"AVENUE DE LA PORTE DE SAINT-OUEN";"avenue";"17e,18e";"368"
"12620";"PLACE DU PARAGUAY";"place";"16e";""
"11445";"RUE JEAN COCTEAU";"rue";"18e";"335"
"12624";"ALLEE DU PARC DE CHOISY";"allée";"13e";"74"
"11869";"SQUARE DE LA LIMAGNE";"square";"13e";"120"
"12749";"RUE DES PERICHAUX";"rue";"15e";"466"
"11914";"RUE LOUIS DELGRES";"rue";"20e";"102"
"12179";"RUE MAURICE ET LOUIS DE BROGLIE";"rue";"13e";"28"
"12207";"PASSAGE DES MENETRIERS";"passage";"03e";"55"
"11507";"RUE JEAN NOHAIN";"rue";"19e";"25"
"11975";"RUE DES MACONNAIS";"rue";"12e";"127"
"12311";"RUE DE LA MONTAGNE D'AULAS";"rue";"15e";"119"
"14260";"VOIE I/20";"voie";"20e";"22"
"11601";"PLACE JUSSIEU";"place";"05e";""
"12420";"SQUARE DE LA MUTUALITE";"square";"05e";"20"
"14327";"VOIE R/11";"voie";"11e";"21"
"14812";"RUE GERTY ARCHIMEDE";"rue";"12e";"86"
"14549";"AVENUE DE LA PORTE D'AUTEUIL";"avenue";"16e";"1050"
"13037";"PASSAGE DU PRADO";"passage";"10e";"120"
"14085";"BOULEVARD VINCENT AURIOL";"boulevard";"13e";"1410"
"14731";"PLACE JULES RIMET";"place";"16e";""
"14146";"RUE YEO THOMAS";"rue";"13e";"168"
"14733";"ALLEE PIERRE MOLLARET";"allée";"19e";"85"
"13786";"PLACE THEODORE RIVIERE";"place";"16e";""
"13801";"SQUARE DU THIMERAIS";"square";"17e";"170"
"14188";"VOIE AT/19";"voie";"19e";"45"
"13879";"RUE TRISTAN TZARA";"rue";"18e";"284"
"14761";"PLACE MAHMOUD DARWICH";"place";"06e";""
"13954";"SQUARE DU VAR";"square";"20e";"92"
"14221";"VOIE D/9";"voie";"09e";"51"
"15029";"PLACE LEO FERRE";"place";"12e";"25"
"15239";"PLACE MIKE BRANT";"place";"16e";""
"9250";"RUE DE BELGRADE";"rue";"07e";"95"
"12522";"PLACE OCTAVE CHANUTE";"place";"20e";""
"11565";"RUE JULES BRETON";"rue";"13e";"114"
"11429";"PLACE JEAN-BAPTISTE CLEMENT";"place";"18e";"90"
"12123";"RUE MARSOULAN";"rue";"12e";"260"
"10000";"RUE DE COMPIEGNE";"rue";"10e";"60"
"14852";"PLACE DU LIEUTENANT HENRI KARCHER";"place";"01e";""
"10125";"RUE DU DAHOMEY";"rue";"11e";"161"
"11651";"PASSAGE DE LAGNY";"passage";"20e";"158"
"10449";"RUE EDMOND VALENTIN";"rue";"07e";"126"
"13702";"RUE SAINTE-CLAIRE DEVILLE";"rue";"12e";"48"
"11461";"RUE JEAN-FRANCOIS LEPINE";"rue";"18e";"192"
"10092";"RUE CROCE-SPINELLI";"rue";"14e";"117"
"10391";"RUE DUPONT DE L'EURE";"rue";"20e";"136"
"12019";"RUE MALLET-STEVENS";"rue";"16e";"77"
"13738";"RUE TAINE";"rue";"12e";"310"
"10101";"RUE DE LA CROIX SAINT-SIMON";"rue";"20e";"345"
"8877";"SQUARE ALFRED DEHODENCQ";"square";"16e";"37"
"10895";"BOULEVARD GARIBALDI";"boulevard";"15e";"720"
"10630";"RUE FABRE D'EGLANTINE";"rue";"12e";"166"
"12092";"RUE MARIE-DAVY";"rue";"14e";"80"
"12853";"RUE PIERRE LAROUSSE";"rue";"14e";"391"
"9786";"RUE CHARLES NODIER";"rue";"18e";"131"
"9244";"RUE BECQUEREL";"rue";"18e";"191"
"13656";"PASSAGE SAINT-PAUL";"passage";"04e";"60"
"11748";"VILLA LECOURBE";"villa";"15e";"21"
"14111";"RUE DU VOLGA";"rue";"20e";"485"
"11136";"IMPASSE GRIMAUD";"impasse";"19e";"97"
"11630";"PLACE LACHAMBEAUDIE";"place";"12e";"150"
"13797";"PASSAGE THIERE";"passage";"11e";"240"
"13711";"PASSAGE SAINTE-FOY";"passage";"02e";"78"
"11865";"RUE DES LILAS";"rue";"19e";"371"
"13023";"PASSAGE DU POTEAU";"passage";"18e";"130"
"9704";"PASSAGE CHAMPIONNET";"passage";"18e";"110"
"12678";"AVENUE PAUL DEROULEDE";"avenue";"15e";"44"
"13084";"RUE DES PRUNIERS";"rue";"20e";"125"
"12342";"RUE DES MONTIBOEUFS";"rue";"20e";"195"
"13959";"RUE DE VARIZE";"rue";"16e";"300"
"15302";"PLACE OVIDA DELECT";"place";"04e";""
"13219";"VILLA RIBEROLLE";"villa";"20e";"205"
"12808";"RUE PHILIBERT DELORME";"rue";"17e";"310"
"11776";"RUE LE NOTRE";"rue";"16e";"100"
"13330";"RUE ROUGET DE L'ISLE";"rue";"01e";"66"
"9732";"PLACE DE LA CHAPELLE";"place";"18e";"193"
"9614";"RUE DU CARDINAL DUBOIS";"rue";"18e";"125"
"9887";"RUE DE CIVRY";"rue";"16e";"230"
"13186";"VILLA DE LA RENAISSANCE";"villa";"19e";"63"
"11219";"RUE D'HAUTPOUL";"rue";"19e";"710"
"11140";"RUE GROS";"rue";"16e";"310"
"12031";"RUE DES MARAICHERS";"rue";"20e";"1090"
"10110";"RUE CUJAS";"rue";"05e";"302"
"11197";"RUE DU HAINAUT";"rue";"19e";"170"
"10011";"IMPASSE DE LA CONFIANCE";"impasse";"20e";"89"
"11826";"COUR LESAGE";"cour";"20e";"95"
"10365";"RUE DUGOMMIER";"rue";"12e";"177"
"12574";"RUE D'ORSEL";"rue";"18e";"545"
"12759";"RUE PERNETY";"rue";"14e";"490"
"13152";"RUE RAYNOUARD";"rue";"16e";"880"
"12761";"RUE PERRAULT";"rue";"01e";"72"
"9549";"RUE CAIL";"rue";"10e";"167"
"8947";"RUE DE L'AMIRAL DE COLIGNY";"rue";"01e";"200"
"11467";"RUE JEAN-JACQUES ROUSSEAU";"rue";"01e";"380"
"9524";"RUE BUDE";"rue";"04e";"84"
"12153";"IMPASSE MAUBERT";"impasse";"05e";"40"
"9735";"RUE CHAPPE";"rue";"18e";"175"
"13365";"RUE DE SAIGON";"rue";"16e";"100"
"9044";"RUE D'ARGOUT";"rue";"02e";"161"
"13946";"RUE VANDAMME";"rue";"14e";"80"
"9450";"RUE BOURSAULT";"rue";"17e";"556"
"13244";"RUE RIQUET";"rue";"18e,19e";"1267"
"9376";"RUE BOISSIERE";"rue";"16e";"750"
"12651";"RUE DE PATAY";"rue";"13e";"695"
"9827";"RUE DES CHAUFOURNIERS";"rue";"19e";"320"
"9058";"RUE DE L'ARMORIQUE";"rue";"15e";"167"
"10136";"RUE DAMPIERRE";"rue";"19e";"110"
"13742";"RUE TALMA";"rue";"16e";"93"
