"typologie";"voie";"arrdt";"cycling_length"
"Pistes cyclables";"AVENUE D ITALIE";"13";"18.93969152"
"Couloirs de bus ouverts aux vélos";"BOULEVARD POSSONNIERE";"9";"175.36336151"
"Pistes cyclables";"RUE DU CHATEAU DES RENTIERS";"13";"90.10933338"
"Pistes cyclables";"RUE NATIONALE";"13";"34.90942795"
"Couloirs de bus ouverts aux vélos";"AVENUE DES GOBELINS";"13";"41.31192042"
"Pistes cyclables";"BOULEVARD VINCENT AURIOL";"13";"22.03822216"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE L HOPITAL";"13";"17.42170411"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE L HOPITAL";"13";"69.04043414"
"Couloirs de bus ouverts aux vélos";"PLACE MAZAS";"12";"49.90447847"
"Bandes cyclables";"PONT D AUSTERLITZ";"5";"128.84720798"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"1";"49.42455271"
"Couloirs de bus ouverts aux vélos";"QUAI DE LA MEGISSERIE";"1";"27.59833971"
"Bandes cyclables";"AVENUE VICTORIA";"1";"90.97557432"
"Pistes cyclables";"QUAI PANHARD ET LEVASSOR";"13";"13.60229716"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"4";"54.85801415"
"Pistes cyclables";"QUAI PANHARD ET LEVASSOR";"13";"39.84309505"
"Couloirs de bus ouverts aux vélos";"RUE DE LA SANTE";"13";"125.41999694"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"4";"64.02499864"
"Pistes cyclables";"SOUTERRAIN D AUSTERLITZ";"13";"58.60571248"
"Pistes cyclables";"SOUTERRAIN D AUSTERLITZ";"13";"64.44034536"
"Couloirs de bus ouverts aux vélos";"Rue de Rivoli";"1";"15.68858432"
"Pistes cyclables";"AVENUE DE FRANCE";"13";"159.78789263"
"Bandes cyclables";"RUE ROYALE";"8";"32.03536294"
"Pistes cyclables";"Place de la Concorde";"8";"74.60277665"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"27.83789027"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"29.47206635"
"Couloirs de bus ouverts aux vélos";"AVENUE FRANKLIN DELANO ROOSEVELT";"8";"48.79234462"
"Pistes cyclables";"QUAI ANDRE CITROEN";"15";"13.79873657"
"Pistes cyclables";"QUAI DE LA RAPEE";"12";"10.44422016"
"Bandes cyclables";"RUE CHARLOT";"3";"55.05436441"
"Pistes cyclables";"AVENUE DE BEL AIR";"12";"260.5197962"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE REUILLY";"12";"73.56542924"
"Couloirs de bus ouverts aux vélos";"AVENUE MAC MAHON";"17";"56.98937461"
"Pistes cyclables";"RUE ORFILA";"20";"17.11172934"
"Couloirs de bus ouverts aux vélos";"RUE LOUIS PASTEUR VALLERY RADOT";"18";"360.70385478"
"Couloirs de bus ouverts aux vélos";"RUE DE PRONY";"17";"62.6113828"
"Pistes cyclables";"BOULEVARD MACDONALD";"19";"52.47146113"
"Bandes cyclables";"RUE DE KABYLIE";"19";"32.95993877"
"Pistes cyclables";"BOULEVARD SOULT";"12";"4.9291478"
"Bandes cyclables";"RUE DAMREMONT";"18";"6.14018472"
"Pistes cyclables";"RUE DAMREMONT";"18";"35.3687152"
"Pistes cyclables";"BOULEVARD D ALGERIE";"19";"684.31491509"
"Bandes cyclables";"AVENUE DE LA PORTE DU PRE SAINT-GERVAIS";"19";"23.07708183"
"Pistes cyclables";"PORTE DOREE";"12";"7.76159503"
"Couloirs de bus ouverts aux vélos";"RUE ORDENER";"18";"111.70130667"
"Couloirs de bus ouverts aux vélos";"RUE ORDENER";"18";"34.76493184"
"Couloirs de bus ouverts aux vélos";"BOULEVARD ORNANO";"18";"102.26500469"
"Bandes cyclables";"RUE MARIOTTE";"17";"29.09798654"
"Bandes cyclables";"AVENUE LUCIEN DESCAVES";"14";"176.77212651"
"Bandes cyclables";"BOULEVARD HENRI IV";"4";"184.4643232"
"Pistes cyclables";"RUE EDOUARD LARTET";"12";"221.89862609"
"Pistes cyclables";"BOULEVARD CARNOT";"12";"108.02647464"
"Pistes cyclables";"BOULEVARD MACDONALD";"19";"10.48454326"
"Pistes cyclables";"AVENUE CORENTIN CARIOU";"19";"71.81020189"
"Pistes cyclables";"BOULEVARD SOULT";"12";"66.82629697"
"Pistes cyclables";"BOULEVARD DE LA VILLETTE";"19";"27.83539805"
"Bandes cyclables";"BOULEVARD DE BELLEVILLE";"20";"17.93722566"
"Bandes cyclables";"BOULEVARD DE MENILMONTANT";"20";"7.20742747"
"Couloirs de bus ouverts aux vélos";"RUE ORDENER";"18";"161.30766385"
"Pistes cyclables";"AVENUE DE GRAVELLE";"12";"170.53821203"
"Pistes cyclables";"COURS DES MARECHAUX";"12";"202.22642624"
"Pistes cyclables";"ESPLANADE SAINT-LOUIS";"12";"64.60578743"
"Pistes cyclables";"BOULEVARD MORTIER";"20";"159.21614771"
"Pistes cyclables";"PLACE DE LA PORTE DE BAGNOLET";"20";"24.97810153"
"Pistes cyclables";"PLACE DE LA PORTE DE BAGNOLET";"20";"7.90487408"
"Pistes cyclables";"COURS DES MARECHAUX";"12";"42.81987959"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE DE CHAUMONT";"19";"112.2271207"
"Pistes cyclables";"BOULEVARD SERURIER";"19";"28.11119688"
"Pistes cyclables";"BOULEVARD SERURIER";"19";"64.94021355"
"Bandes cyclables";"RUE DE TANGER";"19";"299.05338455"
"Pistes cyclables";"RUE DES FRERES FLAVIEN";"20";"9.51643003"
"Pistes cyclables";"BOULEVARD DAVOUT";"20";"15.55739162"
"Pistes cyclables";"BOULEVARD BARBES";"18";"6.41740507"
"Pistes cyclables";"BOULEVARD BARBES";"18";"6.3148586"
"Pistes cyclables";"RUE DES DOCTEURS DEJERINE";"20";"35.42721028"
"Pistes cyclables";"BOULEVARD DE GUYANE";"12";"448.41296016"
"Pistes cyclables";"BOULEVARD DE GUYANE";"12";"9.28027552"
"Pistes cyclables";"BOULEVARD DE GUYANE";"12";"24.46049141"
"Couloirs de bus ouverts aux vélos";"COURS DE VINCENNES";"12";"481.66725803"
"Pistes cyclables";"BOULEVARD SOULT";"12";"10.02346674"
"Pistes cyclables";"BOULEVARD SOULT";"12";"33.91417751"
"Pistes cyclables";"BOULEVARD SOULT";"12";"14.52158723"
"Pistes cyclables";"BOULEVARD DE MENILMONTANT";"20";"13.76459319"
"Pistes cyclables";"BOULEVARD PONIATOWSKI";"12";"49.12577388"
"Pistes cyclables";"AVENUE DE LA PORTE DE PANTIN";"19";"138.29478076"
"Pistes cyclables";"AVENUE DE LA PORTE DE PANTIN";"19";"136.82220068"
"Couloirs de bus ouverts aux vélos";"AVENUE JEAN JAURES";"19";"94.09235478"
"Bandes cyclables";"RUE ANDRE MESSAGER";"18";"53.22680126"
"Pistes cyclables";"BOULEVARD DE CHARONNE";"20";"48.96060485"
"Bandes cyclables";"RUE ALEXANDER FLEMING";"19";"35.60750624"
"Pistes cyclables";"BOULEVARD DAVOUT";"20";"29.49065716"
"Pistes cyclables";"BOULEVARD DE REUILLY";"12";"352.66627341"
"Pistes cyclables";"Routes des Lacs à Passy";"16";"61.64044878"
"Pistes cyclables";"Route des Lacs à Passy";"16";"69.64482452"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"18.54447694"
"Bandes cyclables";"RUE LOUIS LUMIERE";"20";"22.14389524"
"Pistes cyclables";"BOULEVARD BARBES";"18";"6.2266587"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"39.91996594"
"Pistes cyclables";"RUE DE RAMBOUILLET";"12";"17.39291315"
"Couloirs de bus ouverts aux vélos";"AVENUE JEAN JAURES";"19";"23.79221575"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"59.97734931"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"202.81066159"
"Bandes cyclables";"RUE ERNEST GOUIN";"17";"20.41040241"
"Bandes cyclables";"RUE CHAMPIONNET";"18";"101.719641"
"Pistes cyclables";"RUE LOUIS PASTEUR VALLERY RADOT";"18";"5.11713088"
"Pistes cyclables";"RUE LOUIS PASTEUR VALLERY RADOT";"18";"4.3100405"
"Pistes cyclables";"BOULEVARD DIDEROT";"12";"11.74437457"
"Pistes cyclables";"BOULEVARD DE CHARONNE";"20";"75.49473435"
"Pistes cyclables";"Quai de Montebello";"5";"12.03597911"
"Bandes cyclables";"Rue Lagrange";"5";"30.85617096"
"Bandes cyclables";"Rue Lagrange";"5";"4.25827636"
"Pistes cyclables";"Place Skanderbeg";"19";"33.14946461"
"Pistes cyclables";"BOULEVARD SERURIER";"19";"121.00888679"
"Pistes cyclables";"BOULEVARD D INDOCHINE";"19";"17.10134978"
"Bandes cyclables";"RUE DE WATTIGNIES";"12";"22.62538854"
"Pistes cyclables";"RUE DES FOUGERES";"20";"6.12174263"
"Pistes cyclables";"RUE DES FRERES FLAVIEN";"20";"28.97019776"
"Pistes cyclables";"BOULEVARD DAVOUT";"20";"12.50484563"
"Bandes cyclables";"RUE LAMARCK";"18";"17.67054304"
"Bandes cyclables";"BOULEVARD DE BERCY";"12";"33.68934136"
"Bandes cyclables";"RUE DE BERCY";"12";"192.81175968"
"Pistes cyclables";"BOULEVARD DE BERCY";"12";"428.56836397"
"Pistes cyclables";"RUE STEPHENSON";"18";"18.61453861"
"Couloirs de bus ouverts aux vélos";"RUE DE L OURCQ";"19";"172.40502233"
"Bandes cyclables";"RUE ARMAND CARREL";"19";"37.03044846"
"Bandes cyclables";"RUE ARMAND CARREL";"19";"31.21632482"
"Couloirs de bus ouverts aux vélos";"AVENUE DE FLANDRE";"19";"82.52880066"
"Pistes cyclables";"BOULEVARD DIDEROT";"12";"4.87694915"
"Couloirs de bus ouverts aux vélos";"BOULEVARD HAUSSMANN";"9";"27.88663888"
"Couloirs de bus ouverts aux vélos";"Boulevard Arago";"13";"6.81120015"
"Pistes cyclables";"Quai de Montebello";"5";"55.95955151"
"Pistes cyclables";"Quai de la Tournelle";"5";"103.68490419"
"Pistes cyclables";"Quai de Montebello";"5";"8.07823289"
"Couloirs de bus ouverts aux vélos";"BOULEVARD HAUSSMANN";"8";"26.21517037"
"Bandes cyclables";"BOULEVARD DE COURCELLES";"8";"22.6735558"
"Pistes cyclables";"PLACE D ITALIE";"13";"21.94510672"
"Bandes cyclables";"QUAI DE VALMY";"10";"30.08335828"
"Pistes cyclables";"BOULEVARD DE MENILMONTANT";"11";"50.78749728"
"Pistes cyclables";"RUE D ORADOUR SUR GLANE";"15";"88.69690639"
"Pistes cyclables";"PLACE D ITALIE";"13";"25.26081464"
"Bandes cyclables";"RUE DE LA CITE";"4";"78.65775177"
"Bandes cyclables";"QUAI DE VALMY";"10";"16.12680085"
"Bandes cyclables";"RUE DU PASTEUR WAGNER";"11";"69.43257862"
"Couloirs de bus ouverts aux vélos";"RUE DE MAUBEUGE";"9";"28.06923105"
"Pistes cyclables";"RUE SAINT HIPPOLYTE";"13";"4.80544649"
"Couloirs de bus ouverts aux vélos";"RUE DU FAUBOURG DU TEMPLE";"10";"262.74418682"
"Couloirs de bus ouverts aux vélos";"RUE MONTMARTRE";"2";"80.27082358"
"Couloirs de bus ouverts aux vélos";"RUE ETIENNE MARCEL";"2";"106.33685105"
"Pistes cyclables";"BOULEVARD DE LA CHAPELLE";"10";"72.00769344"
"Pistes cyclables";"QUAI D IVRY";"13";"23.49458926"
"Pistes cyclables";"AVENUE CLAUDE REGAUD";"13";"18.17932135"
"Bandes cyclables";"BOULEVARD POISSONNIERE";"2";"23.52756261"
"Bandes cyclables";"BOULEVARD DE BONNE NOUVELLE";"2";"29.5694754"
"Bandes cyclables";"AVENUE DAUMESNIL";"12";"167.36143402"
"Pistes cyclables";"BOULEVARD DES BATIGNOLLES";"8";"115.70013918"
"Bandes cyclables";"BOULEVARD DE COURCELLES";"17";"18.41018711"
"Bandes cyclables";"BOULEVARD DE COURCELLES";"17";"28.76592153"
"Bandes cyclables";"BOULEVARD DE COURCELLES";"17";"114.43220855"
"Bandes cyclables";"BOULEVARD DE COURCELLES";"17";"8.45728711"
"Bandes cyclables";"RUE SAINTE-MARTHE";"10";"226.76710427"
"Couloirs de bus ouverts aux vélos";"RUE DE CHATEAUDUN";"9";"19.0070114"
"Pistes cyclables";"BOULEVARD DE COURCELLES";"17";"26.78744889"
"Pistes cyclables";"QUAI DE JEMMAPES";"10";"29.26146549"
"Pistes cyclables";"Boulevard Richard Lenoir";"11";"574.38555834"
"Couloirs de bus ouverts aux vélos";"AVENUE DU PRESIDENT WILSON";"8";"73.18506288"
"Pistes cyclables";"PLACE MARCEL CERDAN";"15";"15.65833792"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"34.88050214"
"Bandes cyclables";"PLACE DE LA REPUBLIQUE";"10";"33.09463421"
"Pistes cyclables";"RUE D AUBERVILLIERS";"18";"20.65030071"
"Pistes cyclables";"RUE D AUBERVILLIERS";"18";"40.67650196"
"Pistes cyclables";"AVENUE DE L HIPPODROME";"16";"7.38868668"
"Pistes cyclables";"CARREFOUR DES CASCADES";"16";"27.32106344"
"Pistes cyclables";"AVENUE DE L HIPPODROME";"16";"5.66543485"
"Pistes cyclables";"BOULEVARD DE LA VILLETTE";"10";"150.5482"
"Pistes cyclables";"AVENUE LEDRU-ROLLIN";"12";"165.07956319"
"Couloirs de bus ouverts aux vélos";"AVENUE DAUMESNIL";"12";"36.04886695"
"Couloirs de bus ouverts aux vélos";"RUE DU QUATRE SEPTEMBRE";"2";"47.91259017"
"Couloirs de bus ouverts aux vélos";"RUE REAUMUR";"2";"63.21349566"
"Couloirs de bus ouverts aux vélos";"RUE SAINT LAZARE";"9";"33.07053422"
"Couloirs de bus ouverts aux vélos";"RUE DE CHATEAUDUN";"9";"17.02676822"
"Pistes cyclables";"BOULEVARD DES BATIGNOLLES";"8";"55.57217831"
"Pistes cyclables";"BOULEVARD DES BATIGNOLLES";"17";"21.30057346"
"Bandes cyclables";"PLACE CLAUDE BOURDET";"13";"6.45243219"
"Couloirs de bus ouverts aux vélos";"BOULEVARD HAUSSMANN";"9";"28.33503999"
"Bandes cyclables";"RUE HAUTEFEUILLE";"6";"41.88954369"
"Pistes cyclables";"QUAI DE JEMMAPES";"10";"61.94288169"
"Pistes cyclables";"QUAI DE JEMMAPES";"10";"49.78453877"
"Bandes cyclables";"RUE BEAUREPAIRE";"10";"58.30122856"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"22.99058785"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"60.99658274"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"48.00700497"
"Couloirs de bus ouverts aux vélos";"BOULEVARD HAUSSMANN";"8";"30.82002116"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE BONNE NOUVELLE";"10";"12.81805246"
"Couloirs de bus ouverts aux vélos";"RUE REAUMUR";"2";"275.75767649"
"Couloirs de bus ouverts aux vélos";"RUE REAUMUR";"2";"17.4845939"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE STRASBOURG";"10";"33.23240508"
"Pistes cyclables";"BOULEVARD DE BONNE NOUVELLE";"2";"17.92818551"
"Bandes cyclables";"BOULEVARD DE BONNE NOUVELLE";"2";"19.49428328"
"Couloirs de bus ouverts aux vélos";"RUE DE RENNES";"6";"63.33632147"
"Bandes cyclables";"RUE CHAMPIONNET";"18";"76.81592541"
"Bandes cyclables";"BOULEVARD GARIBALDI";"15";"30.33240674"
"Pistes cyclables";"BOULEVARD DE LA VILLETTE";"10";"108.88840885"
"Bandes cyclables";"RUE DE GRENELLE";"7";"34.0313618"
"Bandes cyclables";"RUE DE GRENELLE";"7";"83.37785939"
"Pistes cyclables";"RUE DE TOLBIAC";"13";"31.82142806"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"35.99557293"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"61.82316396"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"8.74297698"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"11.73799609"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"35.70293958"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"154.58487677"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DIDEROT";"12";"39.12340557"
"Couloirs de bus ouverts aux vélos";"AVENUE DAUMESNIL";"12";"54.9974318"
"Pistes cyclables";"BOULEVARD DU GENERAL JEAN SIMON";"13";"208.70068784"
"Pistes cyclables";"RUE JEAN-PIERRE TIMBAUD";"11";"13.16689632"
"Bandes cyclables";"PLACE DU BATAILLON DU PACIFIQUE";"12";"11.37881465"
"Pistes cyclables";"Place Léon Blum";"11";"17.25313266"
"Bandes cyclables";"RUE DE LA TOUR D AUVERGNE";"9";"27.89469095"
"Couloirs de bus ouverts aux vélos";"PLACE DE CLICHY";"9";"3.34961801"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE CLICHY";"9";"20.18072388"
"Pistes cyclables";"BOULEVARD DE CLICHY";"9";"27.95326413"
"Pistes cyclables";"Rue Etienne Marcel";"1";"24.30183038"
"Bandes cyclables";"Rue Gérard de Nerval";"18";"152.21262311"
"Bandes cyclables";"Rue Jean Cocteau";"18";"129.88465317"
"Pistes cyclables";"Rue de la Poterne des Peupliers";"13";"32.61676582"
"Pistes cyclables";"Rue de la Poterne des Peupliers";"13";"59.71018601"
"Bandes cyclables";"Avenue de Clichy";"17";"4.31103271"
"Bandes cyclables";"Avenue de Clichy";"17";"7.81808539"
"Bandes cyclables";"Avenue de Clichy";"17";"14.44896899"
"Pistes cyclables";"BOULEVARD SOULT";"12";"14.92629832"
"Bandes cyclables";"Rue Erard";"12";"304.73793346"
"Bandes cyclables";"BOULEVARD BOURDON";"4";"21.14992357"
"Pistes cyclables";"Rue Euler";"8";"5.7393909"
"Bandes cyclables";"Rue de l'Orme";"19";"108.95199369"
"Bandes cyclables";"Place des Fêtes";"19";"154.61614104"
"Pistes cyclables";"Place des Insurgés de Varsovie";"15";"33.72581726"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"6.56590507"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"5.78804134"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"8.58304156"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"8.69143376"
"Pistes cyclables";"Rue de Rivoli";"4";"6.16245362"
"Bandes cyclables";"Avenue de la Bourdonnais";"7";"67.54020717"
"Pistes cyclables";"BOULEVARD PASTEUR";"15";"10.40693509"
"Bandes cyclables";"Rue Gérando";"9";"24.79133492"
"Pistes cyclables";"Place Gambetta";"20";"24.30820719"
"Pistes cyclables";"Place Gambetta";"20";"12.09761297"
"Pistes cyclables";"Rue Robert Esnault-Pelterie";"7";"18.95660746"
"Pistes cyclables";"Rue de Constantine";"7";"6.58833964"
"Pistes cyclables";"BOULEVARD VINCENT AURIOL";"13";"31.55469431"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"33.59582116"
"Pistes cyclables";"BOULEVARD MORLAND";"4";"192.88389585"
"Pistes cyclables";"Rue François Ier";"8";"13.35940029"
"Bandes cyclables";"Rue Lecourbe";"15";"619.8526408"
"Pistes cyclables";"Rue Lecourbe";"15";"158.62044043"
"Pistes cyclables";"Rue François Ier";"8";"7.73891159"
"Couloirs de bus ouverts aux vélos";"Quai d'Austerlitz";"13";"203.79590271"
"Pistes cyclables";"Rue François Ier";"8";"16.08909995"
"Pistes cyclables";"Avenue Roger Cahen";"15";"12.89049957"
"Pistes cyclables";"Place Rio de Janeiro";"8";"18.11039635"
"Bandes cyclables";"Rue Linois";"15";"15.82768044"
"Couloirs de bus ouverts aux vélos";"Rue Ordener";"18";"203.98367622"
"Pistes cyclables";"Rue Ordener";"18";"161.81029897"
"Pistes cyclables";"Rue Didot";"14";"5.89309914"
"Bandes cyclables";"Avenue de Clichy";"17";"18.35514576"
"Couloirs de bus ouverts aux vélos";"Boulevard de Strasbourg";"10";"109.39010175"
"Bandes cyclables";"Rue de Courcelles";"17";"42.68955615"
"Pistes cyclables";"Avenue de la Porte d'Ivry";"13";"6.76838569"
"Pistes cyclables";"BOULEVARD LEFEBVRE";"15";"101.39116554"
"Bandes cyclables";"Boulevard Bessières";"17";"30.09335939"
"Bandes cyclables";"Boulevard Bessières";"17";"14.58152241"
"Bandes cyclables";"Boulevard Bessières";"17";"4.25099456"
"Pistes cyclables";"Rue de Rivoli";"4";"27.46576004"
"Pistes cyclables";"Routes des Lacs à Passy";"16";"312.22940709"
"Pistes cyclables";"Rue de Rivoli";"4";"7.53209552"
"Couloirs de bus ouverts aux vélos";"RUE ORDENER";"18";"40.74519993"
"Pistes cyclables";"Rue de Rivoli";"4";"27.46576004"
"Pistes cyclables";"Rue de Rivoli";"4";"54.39747195"
"Pistes cyclables";"Rue de Rivoli";"4";"6.16245361"
"Pistes cyclables";"Rue de Rivoli";"4";"16.87653247"
"Couloirs de bus ouverts aux vélos";"Avenue de Saint-Ouen";"17";"1141.42280669"
"Pistes cyclables";"Rue d'Aubervilliers";"18";"320.47115006"
"Couloirs de bus ouverts aux vélos";"Rue Saint-Antoine";"4";"47.3812269"
"Pistes cyclables";"Rue Saint-Antoine";"4";"12.63248553"
"Pistes cyclables";"BOULEVARD DAVOUT";"20";"13.59514534"
"Pistes cyclables";"Boulevard Voltaire";"11";"1395.33111595"
"Pistes cyclables";"Place Léon Blum";"11";"20.03593528"
"Pistes cyclables";"Quai Saint-Michel";"5";"7.22687849"
"Pistes cyclables";"Avenue Geroges Lafenestre";"14";"221.89410406"
"Pistes cyclables";"BOULEVARD RASPAIL";"14";"20.32561702"
"Pistes cyclables";"Boulevard Arago";"14";"47.5151775"
"Pistes cyclables";"BOULEVARD KELLERMANN";"13";"18.11845122"
"Couloirs de bus ouverts aux vélos";"RUE DE ROHAN";"1";"25.74520312"
"Couloirs de bus ouverts aux vélos";"AVENUE DE L OPERA";"1";"173.08210407"
"Bandes cyclables";"PLACE DU LOUVRE";"1";"23.83298045"
"Pistes cyclables";"PLACE TATTEGRAIN";"16";"14.82561505"
"Pistes cyclables";"BOULEVARD DE CHARONNE";"20";"24.85747456"
"Bandes cyclables";"AVENUE DAUMESNIL";"12";"52.8560629"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"50.76256223"
"Couloirs de bus ouverts aux vélos";"Boulevard Malesherbes";"17";"39.27490614"
"Pistes cyclables";"AVENUE COURTELINE";"12";"19.54072622"
"Pistes cyclables";"Avenue du Président Kennedy";"16";"18.07319103"
"Pistes cyclables";"Avenue de la Grande Armée";"17";"150.39171769"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"44.32335142"
"Pistes cyclables";"Rue Saint-Antoine";"4";"25.2193689"
"Pistes cyclables";"Avenue de la Grande Armée";"17";"23.90362151"
"Bandes cyclables";"PLACE DES TERNES";"8";"39.71806347"
"Bandes cyclables";"RUE DE LA BUTTE AUX CAILLES";"13";"12.6779165"
"Couloirs de bus ouverts aux vélos";"AVENUE DE FRANCE";"13";"61.63775583"
"Couloirs de bus ouverts aux vélos";"AVENUE DE FRANCE";"13";"87.25660403"
"Pistes cyclables";"PLACE D ITALIE";"13";"48.19591257"
"Pistes cyclables";"BOULEVARD DE BELLEVILLE";"11";"23.26710288"
"Couloirs de bus ouverts aux vélos";"RUE DU FAUBOURG SAINT-MARTIN";"10";"42.00030017"
"Bandes cyclables";"QUAI DE VALMY";"10";"20.56468995"
"Pistes cyclables";"BOULEVARD DE BELLEVILLE";"11";"12.94275434"
"Pistes cyclables";"BOULEVARD DE MENILMONTANT";"11";"15.93195995"
"Pistes cyclables";"BOULEVARD DE MENILMONTANT";"11";"20.12020582"
"Pistes cyclables";"BOULEVARD DE MENILMONTANT";"11";"28.04224037"
"Pistes cyclables";"RUE DE MONTREUIL";"11";"38.20847718"
"Pistes cyclables";"BOULEVARD DE COURCELLES";"8";"246.08343142"
"Pistes cyclables";"RUE DE LA PORTE D ISSY";"15";"14.04037775"
"Pistes cyclables";"RUE LOUIS ARMAND";"15";"99.50101899"
"Bandes cyclables";"BOULEVARD DE GRENELLE";"15";"12.29723857"
"Couloirs de bus ouverts aux vélos";"PLACE KOSSUTH";"9";"16.22214202"
"Bandes cyclables";"RUE NOTRE DAME DE LORETTE";"9";"34.42614152"
"Pistes cyclables";"BOULEVARD DE LA CHAPELLE";"10";"189.31231046"
"Pistes cyclables";"BOULEVARD DE LA CHAPELLE";"10";"8.78612982"
"Bandes cyclables";"AVENUE DAUMESNIL";"12";"40.44324141"
"Pistes cyclables";"BOULEVARD DES BATIGNOLLES";"8";"78.88453558"
"Bandes cyclables";"BOULEVARD DE COURCELLES";"17";"43.95256884"
"Bandes cyclables";"BOULEVARD SAINT-DENIS";"3";"14.5651563"
"Couloirs de bus ouverts aux vélos";"RUE DE CHATEAUDUN";"9";"81.35188209"
"Pistes cyclables";"RUE VERCINGETORIX";"14";"378.73106907"
"Pistes cyclables";"RUE LAFAYETTE";"9";"17.65065304"
"Bandes cyclables";"RUE DE LOURMEL";"15";"76.18588654"
"Bandes cyclables";"RUE DU MOULIN DES PRES";"13";"12.40477058"
"Bandes cyclables";"RUE DU MOULIN DES PRES";"13";"31.29031729"
"Couloirs de bus ouverts aux vélos";"AVENUE MARCEAU";"8";"102.64125824"
"Couloirs de bus ouverts aux vélos";"AVENUE DES CHAMPS ELYSEES";"8";"264.79292889"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"56.50459514"
"Pistes cyclables";"BOULEVARD DE GRENELLE";"15";"11.75644331"
"Pistes cyclables";"BOULEVARD DE GRENELLE";"15";"26.22595802"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"24.47030615"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"14.16746032"
"Pistes cyclables";"BOULEVARD MAGENTA";"10";"16.08364226"
"Pistes cyclables";"RUE D AUBERVILLIERS";"18";"41.65244143"
"Pistes cyclables";"RUE JULIA BARTET";"14";"49.79625127"
"Pistes cyclables";"QUAI DE SEINE";"19";"7.28458608"
"Pistes cyclables";"RUE DE CRIMEE";"19";"37.23846585"
"Pistes cyclables";"RUE DE CRIMEE";"19";"6.0507553"
"Pistes cyclables";"BOULEVARD PEREIRE";"17";"22.65839481"
"Pistes cyclables";"BOULEVARD DE LA VILLETTE";"10";"19.8438"
"Pistes cyclables";"BOULEVARD DIDEROT";"12";"6.24189059"
"Pistes cyclables";"BOULEVARD DIDEROT";"12";"25.21749886"
"Couloirs de bus ouverts aux vélos";"RUE REAUMUR";"2";"65.5369666"
"Couloirs de bus ouverts aux vélos";"RUE SAINT LAZARE";"9";"9.08100558"
"Couloirs de bus ouverts aux vélos";"RUE DE CHATEAUDUN";"9";"24.14205452"
"Pistes cyclables";"BOULEVARD DE CLICHY";"18";"320.63842823"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DES CAPUCINES";"2";"113.7153263"
"Couloirs de bus ouverts aux vélos";"AVENUE DAUMESNIL";"12";"30.18114432"
"Couloirs de bus ouverts aux vélos";"RUE DE LYON";"12";"155.72850822"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"19.50554049"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"14.10045477"
"Couloirs de bus ouverts aux vélos";"BOULEVARD POISSONNIERE";"9";"138.63292486"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE SEBASTOPOL";"4";"52.39395522"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"27.51561921"
"Pistes cyclables";"AVENUE DE LA PORTE DE VITRY";"13";"7.73051551"
"Pistes cyclables";"AVENUE DE FRANCE";"13";"95.6704266"
