"typologie";"voie";"arrdt";"cycling_length"
"Bandes cyclables";"Rue de Javel";"15";"152.42822175"
"Pistes cyclables";"Rue Didot";"14";"4.67758246"
"Pistes cyclables";"Rue Didot";"14";"14.68611409"
"Pistes cyclables";"Boulevard du Bois le Prêtre";"17";"19.3786515"
"Bandes cyclables";"Rue François Ier";"8";"79.88278635"
"Pistes cyclables";"Avenue Georges Lafenestre";"14";"22.5470623"
"Pistes cyclables";"Quai d'Austerlitz";"13";"80.75661542"
"Pistes cyclables";"QUAI DE LA RAPEE";"12";"2.01493153"
"Pistes cyclables";"Rue Saint-Antoine";"4";"5.30864742"
"Bandes cyclables";"Boulevard Arago";"14";"10.90874313"
"Bandes cyclables";"Boulevard Arago";"14";"4.77919936"
"Pistes cyclables";"Boulevard Arago";"13";"43.88337691"
"Pistes cyclables";"BOULEVARD JOURDAN";"14";"10.2498372"
"Couloirs de bus ouverts aux vélos";"Rue Lecourbe";"15";"760.35289095"
"Bandes cyclables";"RUE SAINT PAUL";"4";"162.13527792"
"Couloirs de bus ouverts aux vélos";"AVENUE GAMBETTA";"20";"203.53048938"
"Pistes cyclables";"Avenue du Président Kenney";"16";"16.64414212"
"Pistes cyclables";"BOULEVARD ADOLPHE PINARD";"14";"10.53122897"
"Pistes cyclables";"Rue Didot";"14";"4.95830389"
"Pistes cyclables";"Avenue de Clichy";"17";"5.14717417"
"Bandes cyclables";"Avenue de Clichy";"17";"9.11833697"
"Bandes cyclables";"Avenue de Clichy";"17";"12.59910571"
"Bandes cyclables";"Avenue de Clichy";"17";"24.11677647"
"Pistes cyclables";"COURS LA REINE";"8";"7.64641256"
"Pistes cyclables";"PORTE MAILLOT";"16";"60.25571703"
"Pistes cyclables";"ALLEE DE LONGCHAMP";"16";"99.71442449"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT JACQUES";"14";"19.11309845"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"8.6378559"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"5.5915259"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"5.37954483"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT JACQUES";"14";"199.4950015"
"Bandes cyclables";"RUE D ALEMBERT";"14";"34.05320353"
"Couloirs de bus ouverts aux vélos";"AVENUE RENE COTY";"14";"52.97035642"
"Couloirs de bus ouverts aux vélos";"AVENUE DENFERT ROCHEREAU";"14";"307.60439767"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE PORT ROYAL";"14";"124.80741528"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE PORT ROYAL";"14";"30.05495448"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE PORT ROYAL";"13";"15.35995359"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE PORT ROYAL";"13";"228.60320072"
"Couloirs de bus ouverts aux vélos";"Rue de la Chaussée d'Antin";"9";"16.26990369"
"Bandes cyclables";"RUE DU COMMANDEUR";"14";"54.01979972"
"Pistes cyclables";"RUE DU PERE CORENTIN";"14";"8.66214098"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"6";"68.85888021"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"5";"25.61343308"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"5";"26.01457494"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE D ORLEANS";"14";"118.98388414"
"Couloirs de bus ouverts aux vélos";"RUE SAINT SULPICE";"6";"92.45031506"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DES INVALIDES";"7";"104.94476679"
"Bandes cyclables";"RUE SAINT JACQUES";"5";"33.85096495"
"Bandes cyclables";"RUE SAINT JACQUES";"5";"117.27267115"
"Pistes cyclables";"RUE DES ARTISTES";"14";"5.39712151"
"Bandes cyclables";"BOULEVARD HENRI IV";"4";"36.41122341"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DES FILLES DU CALVAIRE";"3";"99.90079248"
"Couloirs de bus ouverts aux vélos";"BOULEVARD HENRI IV";"4";"44.70880429"
"Couloirs de bus ouverts aux vélos";"RUE LAGRANGE";"5";"81.48557522"
"Couloirs de bus ouverts aux vélos";"RUE DE TURENNE";"4";"210.1313233"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DU TEMPLE";"11";"82.75758016"
"Couloirs de bus ouverts aux vélos";"PONT SAINT MICHEL";"4";"28.4433925"
"Bandes cyclables";"COURS ALBERT 1ER";"8";"6.76350344"
"Couloirs de bus ouverts aux vélos";"RUE DE ROME";"8";"70.98152954"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"26.20864396"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"28.58944355"
"Pistes cyclables";"AVENUE ERNEST RENAN";"15";"274.22616854"
"Pistes cyclables";"PLACE D ITALIE";"13";"18.39905698"
"Bandes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"61.69410442"
"Pistes cyclables";"AVENUE D ITALIE";"13";"23.22176848"
"Pistes cyclables";"AVENUE D ITALIE";"13";"30.98574208"
"Pistes cyclables";"AVENUE D ITALIE";"13";"16.77077131"
"Pistes cyclables";"AVENUE D ITALIE";"13";"14.5921415"
"Pistes cyclables";"BOULEVARD VINCENT AURIOL";"13";"5.16943752"
"Couloirs de bus ouverts aux vélos";"RUE JEANNE D ARC";"13";"203.19629985"
"Pistes cyclables";"PLACE NATIONALE";"13";"18.84077777"
"Couloirs de bus ouverts aux vélos";"BOULEVARD VINCENT AURIOL";"13";"95.09064124"
"Bandes cyclables";"RUE DE PROVENCE";"9";"175.73078966"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DES CAPUCINES";"9";"113.24319966"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE BONNE NOUVELLE";"10";"88.49380517"
"Pistes cyclables";"RUE NATIONALE";"13";"22.45326291"
"Pistes cyclables";"RUE DU CHATEAU DES RENTIERS";"13";"84.71573711"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT MARCEL";"13";"144.68285834"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE L HOPITAL";"13";"83.35823648"
"Pistes cyclables";"PONT CHARLES DE GAULLE";"13";"111.44250894"
"Pistes cyclables";"BOULEVARD DE CLICHY";"18";"61.24544404"
"Couloirs de bus ouverts aux vélos";"QUAI DE LA MEGISSERIE";"1";"64.98404015"
"Couloirs de bus ouverts aux vélos";"RUE SAINT DENIS";"1";"72.54037653"
"Pistes cyclables";"QUAI PANHARD ET LEVASSOR";"13";"103.70872123"
"Pistes cyclables";"Boulevard Bessières";"17";"13.59849301"
"Couloirs de bus ouverts aux vélos";"RUE DE LA PEPINIERE";"8";"161.9593313"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"4";"26.05317596"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"1";"35.54466824"
"Couloirs de bus ouverts aux vélos";"RUE DE SEZE";"9";"78.02829734"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"23.86427498"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"26.40364984"
"Couloirs de bus ouverts aux vélos";"AVENUE DE FRIEDLAND";"8";"74.45407378"
"Bandes cyclables";"RUE JEAN ET MARIE MOINON";"10";"30.44747474"
"Bandes cyclables";"PASSAGE DU BUISSON SAINT-LOUIS";"10";"22.94087251"
"Pistes cyclables";"QUAI ANDRE CITROEN";"15";"14.31403648"
"Bandes cyclables";"RUE DE PRESLES";"15";"25.61285081"
"Bandes cyclables";"RUE BERGER";"1";"59.36825453"
"Pistes cyclables";"ROUTE DE LA PYRAMIDE";"12";"881.88974007"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE REUILLY";"12";"17.67377586"
"Pistes cyclables";"Boulevard Ney";"18";"7.88452284"
"Couloirs de bus ouverts aux vélos";"AVENUE MAC MAHON";"17";"45.50441938"
"Couloirs de bus ouverts aux vélos";"AVENUE DE WAGRAM";"17";"35.77881011"
"Pistes cyclables";"PORTE D AUBERVILLIERS";"18";"13.74477247"
"Couloirs de bus ouverts aux vélos";"AVENUE DE WAGRAM";"17";"33.81077891"
"Bandes cyclables";"AVENUE DE VILLIERS";"17";"69.97314556"
"Bandes cyclables";"AVENUE DE LA BELLE GABRIELLE";"12";"335.35119547"
"Pistes cyclables";"BOULEVARD MACDONALD";"19";"192.37352336"
"Pistes cyclables";"BOULEVARD MORTIER";"20";"24.9251448"
"Pistes cyclables";"AVENUE DE GRAVELLE";"12";"8.65622205"
"Couloirs de bus ouverts aux vélos";"PLACE DU MAQUIS DE VERCORS";"20";"56.42920152"
"Pistes cyclables";"AVENUE DE LA PORTE DU PRE SAINT-GERVAIS";"19";"193.01900074"
"Pistes cyclables";"AVENUE DE LA PORTE DES LILAS";"19";"15.46411137"
"Pistes cyclables";"PORTE DOREE";"12";"8.51002224"
"Pistes cyclables";"BOULEVARD PONIATOWSKI";"12";"81.39962073"
"Couloirs de bus ouverts aux vélos";"RUE ORDENER";"18";"64.30025899"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE PORT ROYAL";"13";"41.32634211"
"Pistes cyclables";"RUE DU COMMANDEUR";"14";"5.17053325"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"7";"81.0782545"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"6";"11.41635219"
"Bandes cyclables";"PONT DE SULLY";"4";"96.51885212"
"Pistes cyclables";"AVENUE DE LA PORTE DE VINCENNES";"12";"13.85780409"
"Pistes cyclables";"BOULEVARD DE LA GUYANE";"12";"12.86358162"
"Pistes cyclables";"BOULEVARD DE LA VILLETTE";"19";"44.98110473"
"Pistes cyclables";"AVENUE IBSEN";"20";"5.58528365"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"29.34068688"
"Pistes cyclables";"BOULEVARD MORTIER";"20";"7.17321457"
"Pistes cyclables";"AVENUE DE LA PORTE DES POISSONNIERS";"18";"42.25417227"
"Pistes cyclables";"AVENUE DE LA PORTE DES POISSONNIERS";"18";"27.02417254"
"Couloirs de bus ouverts aux vélos";"PLACE DE LA CHAPELLE";"18";"60.36734235"
"Pistes cyclables";"BOULEVARD MACDONALD";"19";"438.64316961"
"Pistes cyclables";"AVENUE DE LA PORTE DES POISSONNIERS";"18";"21.29776161"
"Pistes cyclables";"AVENUE DES MINIMES";"12";"112.67218828"
"Couloirs de bus ouverts aux vélos";"RUE REAUMUR";"2";"108.5531104"
"Pistes cyclables";"BOULEVARD MORTIER";"20";"241.23328409"
"Pistes cyclables";"PLACE DE LA PORTE DE BAGNOLET";"20";"19.25388748"
"Pistes cyclables";"PLACE DE LA PORTE DE BAGNOLET";"20";"10.46494477"
"Pistes cyclables";"AVENUE DE SAINT-MANDE";"12";"26.9880755"
"Pistes cyclables";"BOULEVARD BARBES";"18";"112.415336"
"Couloirs de bus ouverts aux vélos";"BOULEVARD BARBES";"18";"7.37147374"
"Pistes cyclables";"PORTE DE VINCENNES";"12";"16.40641507"
"Bandes cyclables";"AVENUE COURTELINE";"12";"10.64144853"
"Pistes cyclables";"BOULEVARD DE MENILMONTANT";"20";"37.62418244"
"Pistes cyclables";"AVENUE LEON GAUMONT";"20";"312.86390513"
"Pistes cyclables";"AVENUE BENOIT FRACHON";"20";"15.97868007"
"Pistes cyclables";"COURS DE VINCENNES";"20";"53.46816212"
"Pistes cyclables";"COURS DE VINCENNES";"12";"37.58762889"
"Pistes cyclables";"BOULEVARD DAVOUT";"20";"14.36193128"
"Pistes cyclables";"BOULEVARD SOULT";"12";"27.66027707"
"Pistes cyclables";"QUAI D ORSAY";"7";"26.25161167"
"Pistes cyclables";"BOULEVARD DE CHARONNE";"20";"16.08860844"
"Bandes cyclables";"BOULEVARD DE CHARONNE";"20";"9.57189843"
"Pistes cyclables";"BOULEVARD DE CHARONNE";"20";"17.98133727"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"20.26673331"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"21.73446266"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"264.93522965"
"Pistes cyclables";"Avenue de la Porte Pouchet";"17";"123.46361374"
"Bandes cyclables";"Boulevard du Bois le Prêtre";"17";"46.06535855"
"Couloirs de bus ouverts aux vélos";"RUE DES PYRENEES";"20";"18.67188371"
"Couloirs de bus ouverts aux vélos";"RUE DES PYRENEES";"20";"123.15497091"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"15.66059978"
"Pistes cyclables";"RUE LOUIS PASTEUR VALLERY RADOT";"18";"56.96511648"
"Pistes cyclables";"PLACE FELIX EBOUE";"12";"81.48343823"
"Pistes cyclables";"PLACE FELIX EBOUE";"12";"14.53183709"
"Bandes cyclables";"RUE DE WATTIGNIES";"12";"116.11065816"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DIDEROT";"12";"38.48124457"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DIDEROT";"12";"22.35931804"
"Pistes cyclables";"BOULEVARD DE CHARONNE";"20";"30.75359874"
"Pistes cyclables";"PORTE DE LA CHAPELLE";"18";"205.0754992"
"Pistes cyclables";"AVENUE DE LA PORTE DE LA CHAPELLE";"18";"42.07895141"
"Pistes cyclables";"RUE HALLE";"14";"5.21256841"
"Bandes cyclables";"RUE SIGMUND FREUD";"19";"379.2373162"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"10.01695514"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"164.82033317"
"Bandes cyclables";"BOULEVARD MALESHERBES";"17";"10.20371984"
"Pistes cyclables";"BOULEVARD MACDONALD";"19";"173.21046505"
"Bandes cyclables";"RUE GASTON DARBOUX";"18";"67.94260696"
"Pistes cyclables";"BOULEVARD DAVOUT";"20";"89.61580241"
"Pistes cyclables";"PLACE DE LA PORTE DE PANTIN";"19";"52.10762642"
"Bandes cyclables";"RUE DURIS";"20";"23.89066706"
"Bandes cyclables";"BOULEVARD MALESHERBES";"17";"15.47727904"
"Pistes cyclables";"RUE DE RAMBOUILLET";"12";"24.5884514"
"Bandes cyclables";"PLACE DU MARECHAL JUIN";"17";"26.19517728"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE DE CHAMPERRET";"17";"132.29611766"
"Couloirs de bus ouverts aux vélos";"BOULEVARD PERSHING";"17";"32.73490892"
"Pistes cyclables";"AVENUE DES MINIMES";"12";"112.33353086"
"Pistes cyclables";"BOULEVARD DAVOUT";"20";"12.25385185"
"Pistes cyclables";"RUE EDOUARD PAILLERON";"19";"18.07269508"
"Pistes cyclables";"RUE EDOUARD PAILLERON";"19";"15.7775154"
"Bandes cyclables";"AVENUE DE LAUMIERE";"19";"9.95338206"
"Bandes cyclables";"RUE MANIN";"19";"179.81699772"
"Couloirs de bus ouverts aux vélos";"AVENUE DE FLANDRE";"19";"88.17926327"
"Couloirs de bus ouverts aux vélos";"AVENUE DE FLANDRE";"19";"18.61246338"
"Pistes cyclables";"BOULEVARD DIDEROT";"12";"109.88422631"
"Pistes cyclables";"BOULEVARD DIDEROT";"12";"22.36634944"
"Bandes cyclables";"PLACE DU CARDINAL AMETTE";"15";"16.28390149"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"19.04093127"
"Couloirs de bus ouverts aux vélos";"AVENUE FRANKLIN DELANO ROOSEVELT";"8";"14.88796536"
"Couloirs de bus ouverts aux vélos";"BOULEVARD ORNANO";"18";"10.29959843"
"Pistes cyclables";"Quai de la Tournelle";"5";"11.43399002"
"Pistes cyclables";"Quai de Montebello";"5";"12.59715442"
"Couloirs de bus ouverts aux vélos";"BOULEVARD HAUSSMANN";"8";"252.00413652"
"Couloirs de bus ouverts aux vélos";"AVENUE DE WAGRAM";"8";"72.60456292"
"Couloirs de bus ouverts aux vélos";"AVENUE DE WAGRAM";"8";"258.80453902"
"Pistes cyclables";"PLACE DES TERNES";"17";"17.23516036"
"Couloirs de bus ouverts aux vélos";"RUE DU FAUBOURG SAINT-MARTIN";"10";"38.78733602"
"Bandes cyclables";"QUAI DE VALMY";"10";"17.00179755"
"Bandes cyclables";"QUAI DE VALMY";"10";"116.90331643"
"Pistes cyclables";"QUAI DE VALMY";"10";"184.50280306"
"Couloirs de bus ouverts aux vélos";"RUE DE MAUBEUGE";"10";"75.65135533"
"Pistes cyclables";"RUE LOUIS ARMAND";"15";"8.98082782"
"Pistes cyclables";"RUE JULIA BARTET";"14";"10.74500575"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"6.62273023"
"Pistes cyclables";"RUE DE CHATEAUDUN";"9";"19.21888464"
"Couloirs de bus ouverts aux vélos";"RUE DE CLICHY";"9";"12.49998887"
"Couloirs de bus ouverts aux vélos";"RUE DE BERCY";"12";"122.97614135"
"Pistes cyclables";"AVENUE CLAUDE REGAUD";"13";"11.65124954"
"Bandes cyclables";"BOULEVARD DE COURCELLES";"17";"20.93800003"
"Bandes cyclables";"RUE LARREY";"5";"13.84792008"
"Bandes cyclables";"BOULEVARD SAINT-DENIS";"2";"91.9922186"
"Couloirs de bus ouverts aux vélos";"RUE DE RICHELIEU";"2";"63.66111117"
"Pistes cyclables";"BOULEVARD RICHARD LENOIR";"11";"23.62342341"
"Pistes cyclables";"BOULEVARD RICHARD LENOIR";"11";"22.65424866"
"Couloirs de bus ouverts aux vélos";"RUE DE MOGADOR";"9";"24.18937903"
"Bandes cyclables";"RUE DE PROVENCE";"9";"119.41726411"
"Couloirs de bus ouverts aux vélos";"RUE LE PELETIER";"9";"38.2823061"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DES ITALIENS";"9";"24.79937547"
"Couloirs de bus ouverts aux vélos";"RUE DE SEZE";"9";"14.97817553"
"Pistes cyclables";"RUE DU CHATEAU D EAU";"10";"81.64945906"
"Pistes cyclables";"QUAI DE JEMMAPES";"10";"26.79042109"
"Bandes cyclables";"RUE DE LOURMEL";"15";"67.63825298"
"Couloirs de bus ouverts aux vélos";"AVENUE FRANKLIN DELANO ROOSEVELT";"8";"91.5754538"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"93.59157737"
"Bandes cyclables";"BOULEVARD DE GRENELLE";"15";"194.20641829"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"12.76081262"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"37.70869706"
"Bandes cyclables";"BOULEVARD SAINT-DENIS";"10";"30.70173594"
"Pistes cyclables";"RUE D AUBERVILLIERS";"18";"140.39722902"
"Pistes cyclables";"BOULEVARD DE LA VILLETTE";"19";"18.27890985"
"Couloirs de bus ouverts aux vélos";"BOULEVARD GOUVION SAINT CYR";"17";"46.6728383"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DIDEROT";"12";"68.26617465"
"Pistes cyclables";"AVENUE LEDRU-ROLLIN";"12";"70.51578086"
"Couloirs de bus ouverts aux vélos";"RUE DU QUATRE SEPTEMBRE";"2";"57.99449318"
"Couloirs de bus ouverts aux vélos";"RUE DES PETITS CHAMPS";"2";"52.36006172"
"Couloirs de bus ouverts aux vélos";"RUE SAINT LAZARE";"9";"15.80888473"
"Pistes cyclables";"BOULEVARD DES BATIGNOLLES";"8";"21.77991653"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DES BATIGNOLLES";"17";"71.1174853"
"Couloirs de bus ouverts aux vélos";"RUE LAFAYETTE";"9";"44.65016037"
"Bandes cyclables";"PLACE DU LOUVRE";"1";"33.24104696"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"106.7764243"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE SEBASTOPOL";"3";"16.01192714"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE SEBASTOPOL";"3";"49.15675332"
"Pistes cyclables";"BOULEVARD MASSENA";"13";"9.1011201"
"Bandes cyclables";"BOULEVARD MASSENA";"13";"36.62773282"
"Pistes cyclables";"BOULEVARD MASSENA";"13";"3.78412036"
"Pistes cyclables";"RUE CARDINET";"17";"7.40397069"
"Bandes cyclables";"RUE CHAMPIONNET";"18";"16.94988341"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"30.36457186"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"24.40428713"
"Bandes cyclables";"RUE BLEUE";"9";"52.96903124"
"Pistes cyclables";"BOULEVARD DE LA VILLETTE";"10";"39.76619549"
"Pistes cyclables";"BOULEVARD DE LA VILLETTE";"10";"32.80142206"
"Pistes cyclables";"RUE PERDONNET";"10";"19.04504597"
"Couloirs de bus ouverts aux vélos";"RUE LAFAYETTE";"10";"179.73387747"
"Bandes cyclables";"RUE DE GRENELLE";"7";"12.56955131"
"Bandes cyclables";"RUE DE GRENELLE";"7";"87.57103218"
"Bandes cyclables";"RUE BEAUREGARD";"2";"158.02451875"
"Couloirs de bus ouverts aux vélos";"RUE SAINT-MARTIN";"3";"215.74638126"
"Couloirs de bus ouverts aux vélos";"RUE SAINT-MARTIN";"3";"70.39459331"
"Couloirs de bus ouverts aux vélos";"RUE REAUMUR";"3";"23.86989824"
"Couloirs de bus ouverts aux vélos";"RUE BEAUBOURG";"3";"35.66156101"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"22.9922831"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"14.37046213"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"10.83761665"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"25.43756547"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"8.78319905"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"10.5035128"
"Couloirs de bus ouverts aux vélos";"RUE DE LYON";"12";"60.72922713"
"Couloirs de bus ouverts aux vélos";"RUE OBERKAMPF";"11";"216.86709399"
"Pistes cyclables";"AVENUE DE LA PORTE DE VITRY";"13";"7.9002683"
"Pistes cyclables";"BOULEVARD DU GENERAL JEAN SIMON";"13";"361.14905811"
"Pistes cyclables";"BOULEVARD DU GENERAL JEAN SIMON";"13";"35.46979442"
"Pistes cyclables";"BOULEVARD DE CLICHY";"9";"107.85751124"
"Pistes cyclables";"Rue Saint-Antoine";"4";"4.57480257"
"Pistes cyclables";"Rue Saint-Antoine";"4";"4.47332582"
"Pistes cyclables";"Rue Saint-Antoine";"4";"2.15403207"
"Pistes cyclables";"Boulevard de Strasbourg";"10";"664.44377341"
"Couloirs de bus ouverts aux vélos";"AVENUE JEAN JAURES";"19";"30.31711258"
"Pistes cyclables";"Avenue de la Grande Armée";"17";"117.01470014"
"Pistes cyclables";"AVENUE LEDRU-ROLLIN";"12";"7.50689472"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"8.66171597"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"12.29340789"
"Pistes cyclables";"RUE REBEVAL";"19";"24.75724055"
"Bandes cyclables";"Rue du Pont Louis-Philippe";"4";"18.73660659"
"Pistes cyclables";"Quai de la Gare";"13";"13.50825625"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"10.82626099"
"Pistes cyclables";"Rue Saint-Antoine";"4";"5.30864742"
"Pistes cyclables";"Rue Saint-Antoine";"4";"17.0320009"
"Bandes cyclables";"AVENUE DE VILLIERS";"17";"35.89056248"
"Pistes cyclables";"Rue de Turbigo";"2";"157.80180536"
"Couloirs de bus ouverts aux vélos";"Rue de Tolbiac";"13";"25.33691026"
"Pistes cyclables";"Rue d'Aubervilliers";"18";"171.84088008"
"Bandes cyclables";"Rue Charles et Robert";"20";"136.03503591"
"Bandes cyclables";"Boulevard Bessières";"17";"29.9913553"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"6.24900558"
"Pistes cyclables";"Rue de Tilsitt";"8";"35.20523583"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"12.96012184"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"12.4883629"
"Couloirs de bus ouverts aux vélos";"RUE DE RENNES";"6";"40.26644436"
"Couloirs de bus ouverts aux vélos";"RUE D ALESIA";"14";"106.35390583"
"Pistes cyclables";"Place de la Bastille";"11";"100.03879502"
"Pistes cyclables";"BOULEVARD DE MENILMONTANT";"11";"111.53672305"
"Pistes cyclables";"Boulevard Voltaire";"11";"7.39855818"
"Pistes cyclables";"Place de la Bastille";"11";"78.14082673"
"Pistes cyclables";"Boulevard Voltaire";"11";"21.67864212"
"Bandes cyclables";"RUE JEAN FRANCOIS LEPINE";"18";"188.47780301"
"Bandes cyclables";"Rue Saint-Augustin";"2";"318.15449967"
"Bandes cyclables";"Boulevard Berthier";"17";"22.0402438"
"Bandes cyclables";"Boulevard Berthier";"17";"22.807047"
"Pistes cyclables";"Rue des Plantes";"14";"25.25695378"
"Pistes cyclables";"Rue des Plantes";"14";"8.59322265"
"Pistes cyclables";"Rue des Plantes";"14";"23.62399863"
"Pistes cyclables";"Avenue Franklin Roosevelt";"8";"21.07880514"
"Pistes cyclables";"Avenue Franklin Roosevelt";"8";"26.89407723"
"Bandes cyclables";"RUE DE ROME";"17";"123.7925211"
"Pistes cyclables";"BOULEVARD DE LA CHAPELLE";"18";"26.26338457"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"5.27522865"
"Pistes cyclables";"Boulevard Voltaire";"11";"49.37729385"
"Pistes cyclables";"Boulevard Arago";"14";"4.65329747"
"Bandes cyclables";"Rue Falguière";"15";"13.20621545"
"Couloirs de bus ouverts aux vélos";"BOULEVARD HAUSSMANN";"8";"21.69109515"
"Pistes cyclables";"Rue de Tilsitt";"17";"40.55110881"
"Bandes cyclables";"Avenue Charles de Foucauld";"12";"14.91445029"
"Pistes cyclables";"Boulevard de Reuilly";"12";"7.09790469"
