"voie";"arrdt";"cycling_length"
"RUE LE VAU";"20";"50.00981272"
"RUE DES FRERES FLAVIEN";"20";"178.11789078"
"AVENUE DE LA PORTE DE PANTIN";"19";"163.24088324"
"BOULEVARD MALESHERBES";"17";"38.37133729"
"BOULEVARD DAVOUT";"20";"9.95962621"
"BOULEVARD DAVOUT";"20";"191.10257344"
"BOULEVARD DAVOUT";"20";"9.73533445"
"BOULEVARD DE BERCY";"12";"394.53270031"
"AVENUE DE VILLIERS";"17";"32.43452998"
"PLACE DU MARECHAL JUIN";"17";"17.96494511"
"AVENUE DE LA PORTE DE CHAMPERRET";"17";"33.60799573"
"AVENUE DE LA PORTE DE CHAMPERRET";"17";"17.22611843"
"AVENUE DAUMESNIL";"12";"11.29803437"
"AVENUE DAUMESNIL";"12";"15.03614281"
"BOULEVARD DE LA VILLETTE";"10";"12.56260753"
"RUE CARDINET";"17";"37.09313337"
"RUE CARDINET";"17";"5.4318487"
"Quai de la Tournelle";"5";"19.9497287"
"Quai de Montebello";"5";"10.06920244"
"Quai de la Tournelle";"5";"89.31346391"
"BOULEVARD GARIBALDI";"15";"24.43115718"
"AVENUE DAUMESNIL";"12";"181.73221728"
"PLACE DE LA REPUBLIQUE";"10";"61.37023177"
"BOULEVARD DES BATIGNOLLES";"8";"22.34838194"
"BOULEVARD DIDEROT";"12";"12.73988679"
"Avenue des Champs-Elysées";"8";"9.9151397"
"Avenue des Champs-Elysées";"8";"20.35357161"
"BOULEVARD DE MENILMONTANT";"20";"41.66716404"
"Rue de Rivoli";"4";"12.77427599"
"Boulevard Arago";"13";"15.49985995"
"BOULEVARD JOURDAN";"14";"10.76562807"
"RUE ROSSINI";"9";"56.46417923"
"AVENUE D ITALIE";"13";"85.16062272"
"Boulevard Bessières";"17";"19.10085474"
"Boulevard Bessières";"17";"33.35874704"
"Quai de la Tournelle";"5";"9.53486387"
"Rue Philippe de Champagne";"13";"60.33960572"
"Avenue de la Grande Armée";"16";"25.81875754"
"Avenue de la Grande Armée";"16";"171.23314021"
"Avenue de la Grande Armée";"16";"76.03906901"
"Avenue de la Grande Armée";"17";"49.34265204"
"Avenue des Champs-Elysées";"8";"35.89964896"
"Avenue des Champs-Elysées";"8";"12.16586058"
"Rue de Rivoli";"4";"12.17498755"
"QUAI BRANLY";"7";"57.00957395"
"AVENUE DE FRANCE";"13";"8.01411354"
"Boulevard Arago";"13";"15.68604977"
"Rue Didot";"14";"31.89819511"
"Avenue de Clichy";"17";"18.30899081"
"Avenue de Clichy";"17";"5.91075325"
"BOULEVARD DE L AMIRAL BRUIX";"16";"9.60982467"
"Avenue du Général Sarrail";"16";"99.40620439"
"QUAI PANHARD ET LEVASSOR";"13";"42.06843349"
"Boulevard Maleshebes";"8";"28.20622073"
"Avenue de Clichy";"17";"20.82987737"
"RUE DE PICPUS";"12";"94.16969257"
"Rue Balard";"15";"39.96344018"
"Place des Insurgés de Varsovie";"15";"5.477109"
"Place des Insurgés de Varsovie";"15";"2.89460441"
"BOULEVARD DE MAGENTA";"10";"6.11728605"
"BOULEVARD DE MAGENTA";"10";"7.92726596"
"RUE LOUIS LAPORTE";"20";"18.78519548"
"RUE DU COUEDIC";"14";"9.25866929"
"Rue de la Santé";"14";"316.82217427"
"Rue Biscornet";"12";"41.94509716"
"Rue Biscornet";"12";"42.55016227"
"Place de la Bastille";"4";"58.63217479"
"Rue des Plantes";"14";"20.57073721"
"Voie Cg/17";"17";"134.99626329"
"Rue de Rivoli";"4";"102.32209819"
"Rue Saint-Antoine";"4";"2.15403207"
"Place Auguste Baron";"19";"28.04207281"
"";"13";"22.00186089"
"Quai de Grenelle";"15";"770.50010567"
"Quai Malaquais";"6";"224.95714484"
"Boulevard de Picpus";"12";"7.81031984"
"BOULEVARD DE REUILLY";"12";"17.31827796"
"RUE DE LA TOMBE ISSOIRE";"14";"37.54533922"
"BOULEVARD GARIBALDI";"15";"69.49909054"
"Rue du Vieux Colombier";"6";"98.39790712"
"Rue Pierre Quillard";"20";"76.73243814"
"Boulevard Voltaire";"11";"4.16079926"
"Rue Montmartre";"1";"22.43286435"
"BOULEVARD DES BATIGNOLLES";"8";"115.20770488"
"BOULEVARD DE ROCHECHOUART";"18";"157.01323433"
"Avenue des Champs-Elysées";"8";"7.46607307"
"Rue Saint-Antoine";"4";"5.53310099"
"Quai Henri IV";"4";"10.66141101"
"Rue de Tolbiac";"13";"23.77390576"
"Boulevard Bessières";"17";"9.79491907"
"Avenue de New-York";"16";"66.50187778"
"Rue de Presbourg";"16";"60.60657199"
"Rue de Presbourg";"8";"35.55867949"
"Avenue de la Porte d'Ivry";"13";"6.95685365"
"BOULEVARD HENRI IV";"4";"23.01228057"
"BOULEVARD SAINT JACQUES";"14";"37.96366604"
"Boulevard Bessières";"17";"5.87054176"
"Boulevard Bessières";"17";"72.27964228"
"QUAI PANHARD ET LEVASSOR";"13";"6.33952409"
"AVENUE DES CHAMPS ELYSEES";"8";"27.65610346"
"Avenue de la Porte de la Villette";"19";"18.64485098"
"Place Auguste Baron";"19";"7.95298286"
"Rue de Rivoli";"1";"1693.01568374"
"Place Léon Blum";"11";"7.05120518"
"AVENUE D ITALIE";"13";"17.05670214"
"AVENUE D ITALIE";"13";"124.80391271"
"AVENUE D ITALIE";"13";"11.31229752"
"QUAI PANHARD ET LEVASSOR";"13";"6.74191162"
"RUE NATIONALE";"13";"104.49362364"
"AVENUE EDISON";"13";"310.97740932"
"BOULEVARD VINCENT AURIOL";"13";"17.40168928"
"BOULEVARD VINCENT AURIOL";"13";"9.32250466"
"QUAI PANHARD ET LEVASSOR";"13";"104.06510832"
"RUE DES LAVANDIERES SAINTE OPPORTUNE";"1";"31.70957251"
"QUAI PANHARD ET LEVASSOR";"13";"16.87864746"
"QUAI D IVRY";"13";"28.69168442"
"QUAI PANHARD ET LEVASSOR";"13";"6.10027233"
"AVENUE DE FRANCE";"13";"7.7525865"
"BOULEVARD MALESHERBES";"8";"34.28659573"
"BOULEVARD MALESHERBES";"8";"25.47562124"
"BOULEVARD MALESHERBES";"8";"32.82326719"
"AVENUE DE FRANCE";"13";"79.5906721"
"BOULEVARD BRUNE";"14";"24.72025097"
"BOULEVARD JOURDAN";"14";"83.59353803"
"BOULEVARD EXELMANS";"16";"160.02785718"
"BOULEVARD EXELMANS";"16";"124.38002042"
"BOULEVARD EXELMANS";"16";"85.01448458"
"BOULEVARD KELLERMANN";"13";"262.88931996"
"BOULEVARD BRUNE";"14";"6.02603396"
"BOULEVARD MASSENA";"13";"56.39593691"
"BOULEVARD MASSENA";"13";"4.05796644"
"BOULEVARD MASSENA";"13";"21.9819715"
"AVENUE DU MARECHAL GALLIENI";"7";"38.16871186"
"QUAI D ORSAY";"7";"28.19511221"
"RUE HENRY FARMAN";"15";"45.30907306"
"RUE HENRY FARMAN";"15";"21.1223566"
"BOULEVARD KELLERMANN";"13";"9.52112715"
"BOULEVARD RASPAIL";"14";"108.8307858"
"RUE SAINT ANDRE DES ARTS";"6";"64.65837501"
"Quai d'Issy-Les-Moulineaux";"15";"73.39874752"
"RUE VERCINGETORIX";"14";"156.50978075"
"PLACE DES CINQ MARTYRS DU LYCEE BUFFON";"14";"68.2905971"
"PLACE DES CINQ MARTYRS DU LYCEE BUFFON";"15";"33.5657999"
"PLACE DES GENERAUX DE TRENTINIAN";"16";"49.10083737"
"PLACE DE CATALOGNE";"14";"8.72064369"
"AVENUE DE LA GRANDE ARMEE";"17";"14.2331391"
"ROUTE DES LACS A PASSY";"16";"27.08514577"
"Avenue du Maréchal Maunoury";"16";"8.85024651"
"BOULEVARD DE L AMIRAL BRUIX";"16";"5.15182152"
"BOULEVARD DE L AMIRAL BRUIX";"16";"150.03399268"
"AVENUE DE SAINT CLOUD";"16";"55.73642049"
"PONT DE BIR HAKEIM";"15";"123.06008079"
"AVENUE HENRI MARTIN";"16";"102.45231197"
"AVENUE DE SAINT CLOUD";"16";"64.05487041"
"ROUTE DES MOULINS";"16";"8.8990743"
"ALLEE DE LONGCHAMP";"16";"1147.61432494"
"CARREFOUR DE LONGCHAMP";"16";"25.50617215"
"BOULEVARD AUGUSTE BLANQUI";"13";"24.00192503"
"BOULEVARD AUGUSTE BLANQUI";"13";"22.58880552"
"BOULEVARD AUGUSTE BLANQUI";"13";"36.7145457"
"RUE DU MOULIN DE LA VIERGE";"14";"37.88359582"
"BOULEVARD SAINT JACQUES";"14";"18.22965286"
"PLACE DE LA PORTE D AUTEUIL";"16";"79.11068364"
"ALLEE DE LONGCHAMP";"16";"14.13361746"
"RUE DU COUEDIC";"14";"72.19140754"
"RUE HALLE";"14";"4.86617543"
"RUE HALLE";"14";"5.05930543"
"RUE MONTBRUN";"14";"17.11659717"
"RUE DU PERE CORENTIN";"14";"11.09017567"
"RUE DE LA TOMBE ISSOIRE";"14";"29.90595493"
"RUE DU FOUR";"6";"12.40411098"
"QUAI DE L HOTEL DE VILLE";"4";"112.19122215"
"QUAI DE L HOTEL DE VILLE";"4";"3.41417241"
"RUE SAINT JACQUES";"5";"74.62204066"
"RUE DES ARTISTES";"14";"22.34681807"
"RUE DE L AUDE";"14";"170.24127228"
"RUE GUYNEMER";"6";"51.89844957"
"BOULEVARD HENRI IV";"4";"33.48267631"
"COURS LA REINE";"8";"27.35363741"
"PONT MORLAND";"4";"48.83223532"
"COURS ALBERT 1ER";"8";"6.92629018"
"BOULEVARD MALESHERBES";"8";"130.29380459"
"BOULEVARD MALESHERBES";"8";"7.20428475"
"QUAI DE LA RAPEE";"12";"7.34142004"
"BOULEVARD DE COURCELLES";"8";"110.95722315"
"BOULEVARD DE COURCELLES";"8";"30.95358286"
"RUE SAMSON";"13";"11.01973843"
"RUE DE MONTREUIL";"11";"15.96342178"
"PLACE DU 18 JUIN 1940";"6";"22.3753917"
"BOULEVARD ADOLPHE PINARD";"14";"13.49985953"
"BOULEVARD DE MAGENTA";"10";"5.37463317"
"BOULEVARD DE MAGENTA";"10";"8.40997018"
"RUE NOTRE DAME DE LORETTE";"9";"13.98476551"
"RUE NOTRE DAME DE LORETTE";"9";"42.67089956"
"RUE MAGENDIE";"13";"30.17117382"
"RUE LOUIS BLANC";"10";"64.7100166"
"BOULEVARD DE LA CHAPELLE";"10";"42.33909468"
"QUAI D IVRY";"13";"22.21529227"
"BOULEVARD DES BATIGNOLLES";"8";"11.36830788"
"BOULEVARD DE COURCELLES";"17";"33.94073938"
"AVENUE CLAUDE REGAUD";"13";"3.94389843"
"RUE CENSIER";"5";"26.57122356"
"Boulevard Richard Lenoir";"11";"162.23530075"
"BOULEVARD RICHARD LENOIR";"11";"73.60796512"
"RUE DE LOURMEL";"15";"29.25170132"
"RUE DE LOURMEL";"15";"24.44784776"
"RUE DE LOURMEL";"15";"97.70586936"
"AVENUE DES CHAMPS ELYSEES";"8";"62.64775422"
"BOULEVARD GARIBALDI";"15";"16.53740064"
"BOULEVARD DE LA VILLETTE";"10";"16.80946157"
"RUE D AUBERVILLIERS";"18";"46.96295807"
"RUE D AUBERVILLIERS";"18";"18.18046302"
"AVENUE DE L HIPPODROME";"16";"166.82249856"
"BOULEVARD DE LA VILLETTE";"10";"55.44733731"
"RUE DE PROVENCE";"9";"12.93407359"
"RUE RICHER";"9";"32.07928233"
"RUE RICHER";"9";"12.07604681"
"BOULEVARD DE MAGENTA";"10";"10.75118895"
"BOULEVARD DE MAGENTA";"10";"193.28136156"
"BOULEVARD DE MAGENTA";"10";"19.40140366"
"RUE EUGENE VARLIN";"10";"16.58434857"
"RUE DES ECLUSES SAINT-MARTIN";"10";"18.52544663"
"BOULEVARD DE MAGENTA";"10";"112.96936172"
"BOULEVARD DE MAGENTA";"10";"40.87392962"
"BOULEVARD DE MAGENTA";"10";"19.50523718"
"RUE BEAUREPAIRE";"10";"56.50520401"
"BOULEVARD MASSENA";"13";"8.29254666"
"QUAI D IVRY";"13";"36.91479291"
"RUE DE L AQUEDUC";"10";"104.02355125"
"RUE DE L AQUEDUC";"10";"10.20484699"
"RUE DE L AQUEDUC";"10";"124.23228053"
"Souterrain Etoile";"8";"588.43691957"
"RUE NOTRE-DAME DE BONNE NOUVELLE";"2";"50.42250436"
"PLACE NATIONALE";"13";"10.09726404"
"BOULEVARD DE LA BASTILLE";"12";"8.56302575"
"BOULEVARD SOULT";"12";"89.05140277"
"BOULEVARD PONIATOWSKI";"12";"105.33184236"
"BOULEVARD PONIATOWSKI";"12";"15.131107"
"AVENUE DE FRANCE";"13";"61.35245619"
"RUE NOTRE DAME DE LORETTE";"9";"151.81293897"
"RUE PIERRE FONTAINE";"9";"170.25749346"
"BOULEVARD DE GRENELLE";"15";"7.14470015"
"BOULEVARD DE GRENELLE";"15";"9.05045764"
"BOULEVARD DE GRENELLE";"15";"137.51540848"
"BOULEVARD DE ROCHECHOUART";"9";"27.65665853"
"PLACE DE LA REPUBLIQUE";"3";"16.91288518"
"QUAI ANDRE CITROEN";"15";"121.09591117"
"RUE DE LA FONTAINE A MULARD";"13";"267.03593622"
"QUAI DE L OISE";"19";"664.69769014"
"BOULEVARD DE LA CHAPELLE";"18";"14.98275046"
"RUE EMILE BOLLAERT";"19";"339.93982323"
"RUE RENE BIDET";"18";"29.46741394"
"BOULEVARD MACDONALD";"19";"57.80409343"
"AVENUE DE GRAVELLE";"12";"195.00129877"
"RUE CURIAL";"19";"22.51642501"
"BOULEVARD PONIATOWSKI";"12";"353.69484065"
"PORTE DOREE";"12";"31.02161653"
"BOULEVARD MORTIER";"20";"14.70696047"
"RUE BELGRAND";"20";"42.76246511"
"BOULEVARD PONIATOWSKI";"12";"10.77398852"
"COULEE VERTE RENE DUMONT";"12";"23.66703196"
"AVENUE DE LA PORTE DU PRE SAINT-GERVAIS";"19";"13.98811293"
"RUE DU PERE CORENTIN";"14";"19.87747873"
"RUE SARRETTE";"14";"74.08680953"
"BOULEVARD SAINT GERMAIN";"5";"22.50518597"
"BOULEVARD DE LA VILLETTE";"19";"22.2176364"
"AVENUE CORENTIN CARIOU";"19";"10.524564"
"AVENUE CORENTIN CARIOU";"19";"13.20129783"
"RUE LE VAU";"20";"539.84197958"
"BOULEVARD DE LA VILLETTE";"19";"69.97319929"
"BOULEVARD DE BELLEVILLE";"20";"28.46482821"
"BOULEVARD DE BELLEVILLE";"20";"60.97341619"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"6.69741658"
"BOULEVARD MALESHERBES";"17";"82.22595884"
"AVENUE DE GRAVELLE";"12";"34.40650049"
"ESPLANADE SAINT-LOUIS";"12";"34.37405432"
"ESPLANADE SAINT-LOUIS";"12";"82.26708804"
"RUE RIQUET";"18";"11.95234567"
"PLACE DE LA PORTE DE BAGNOLET";"20";"20.91219373"
"PLACE DE LA PORTE DE BAGNOLET";"20";"18.02236764"
"RUE BELGRAND";"20";"12.19239222"
"RUE DE FONTARABIE";"20";"165.7677942"
"BOULEVARD MACDONALD";"19";"196.47560348"
"BOULEVARD BARBES";"18";"112.76334787"
"BOULEVARD DE GUYANE";"12";"25.14240399"
"AVENUE COURTELINE";"12";"57.94525433"
"AVENUE DE SAINT-MANDE";"12";"40.53920714"
"BOULEVARD DE MENILMONTANT";"20";"62.13668306"
"RUE MARYSE HILSZ";"20";"9.67789607"
"COURS DE VINCENNES";"20";"33.80614179"
"AVENUE DE LA PORTE DE VINCENNES";"20";"14.64719287"
"BOULEVARD DE MENILMONTANT";"20";"14.69977841"
"PLACE DU CARDINAL LAVIGERIE";"12";"10.1270023"
"BOULEVARD MACDONALD";"19";"30.19934237"
"BOULEVARD MACDONALD";"19";"17.94167008"
"PLACE DE LA PORTE DE PANTIN";"19";"88.83950057"
"BOULEVARD VINCENT AURIOL";"13";"16.00750285"
"QUAI D ORSAY";"7";"30.29802808"
"BOULEVARD DE CHARONNE";"20";"17.25096653"
"BOULEVARD DAVOUT";"20";"31.03272162"
"BOULEVARD DAVOUT";"20";"5.34019329"
"BOULEVARD DAVOUT";"20";"45.97328751"
"BOULEVARD VINCENT AURIOL";"13";"13.50692043"
"RUE DE LAGNY";"20";"12.85004759"
"RUE MARYSE HILSZ";"20";"18.21076413"
"Avenue de la Porte Pouchet";"17";"26.16129418"
"AVENUE CARTELLIER";"20";"245.15277967"
"RUE LOUIS LUMIERE";"20";"50.07983677"
"AVENUE DAUMESNIL";"12";"33.5418335"
"RUE REBEVAL";"19";"15.77020761"
"AVENUE JEAN JAURES";"19";"6.70683982"
"RUE LOUIS PASTEUR VALLERY RADOT";"18";"16.74144726"
"AVENUE DAUMESNIL";"12";"178.40281798"
"BOULEVARD DIDEROT";"12";"75.48026155"
"BOULEVARD DIDEROT";"12";"34.6315861"
"BOULEVARD DIDEROT";"12";"109.82817794"
"AVENUE DES CANADIENS";"12";"9.48994716"
"AVENUE DES CANADIENS";"12";"145.19623198"
"RUE SIGMUND FREUD";"19";"19.19282008"
"BOULEVARD SERURIER";"19";"121.17355245"
"RUE DE WATTIGNIES";"12";"8.02012792"
"AVENUE DE LA PORTE DE LA CHAPELLE";"18";"59.65843567"
"BOULEVARD MACDONALD";"19";"18.01033671"
"BOULEVARD MACDONALD";"19";"19.06501411"
"RUE DES FRERES FLAVIEN";"20";"108.5214862"
"RUE DU DOCTEUR LABBE";"20";"113.88435731"
"RUE DE LA MARSEILLAISE";"19";"8.28624909"
"RUE DE LA MARSEILLAISE";"19";"136.87185397"
"RUE DURIS";"20";"88.5947878"
"RUE DE RAMBOUILLET";"12";"50.95522038"
"BOULEVARD DE REUILLY";"12";"15.92036813"
"BOULEVARD DE REUILLY";"12";"14.09692003"
"AVENUE DE VILLIERS";"17";"42.26996589"
"PLACE DU MARECHAL JUIN";"17";"10.53624153"
"RUE JACQUES KELLNER";"17";"114.86983993"
"RUE ARMAND CARREL";"19";"142.3763372"
"AVENUE DE LAUMIERE";"19";"154.48041353"
"BOULEVARD DIDEROT";"12";"98.27634602"
"BOULEVARD DIDEROT";"12";"25.34542919"
"BOULEVARD DAVOUT";"20";"204.41617903"
"Quai de la Tournelle";"5";"25.28758258"
"Rue Saint-Antoine";"4";"33.23142094"
"Rue Saint-Antoine";"4";"3.38704282"
"Boulevard Arago";"13";"4.004905"
"BOULEVARD RICHARD LENOIR";"11";"143.7235312"
"RUE LOUIS BLANC";"10";"71.30960081"
"PORTE D AUTEUIL";"16";"8.6215048"
"AVENUE DE MALAKOFF";"16";"8.69304439"
"COURS DE VINCENNES";"12";"37.05203636"
"RUE HAXO";"20";"70.89353641"
"Avenue des Champs-Elysées";"8";"25.67426856"
"Avenue des Champs-Elysées";"8";"59.07139013"
"Avenue Geroges Lafenestre";"14";"106.55280365"
"Quai d'Austerlitz";"13";"19.48049851"
"AVENUE D ITALIE";"13";"47.78636208"
"Boulevard Arago";"13";"12.63776533"
"Rue du Château d'Eau";"10";"48.94465793"
"Avenue des Champs-Elysées";"8";"49.41504096"
"Avenue de la Grande Armée";"16";"90.99668605"
"Avenue des Champs-Elysées";"8";"11.57673803"
"Rue Saint-Antoine";"4";"12.75333951"
"PLACE HENRI QUEUILLE";"15";"23.28941065"
"Rue Didot";"14";"17.30378825"
"Avenue de Clichy";"17";"5.17224769"
"Boulevard Bessières";"17";"6.81327307"
"Rue Francis de Croisset";"18";"21.0156958"
"Rue Jean Cocteau";"18";"5.76654414"
"Place de la Bastille";"12";"110.95054344"
"Avenue de Clichy";"17";"41.98064256"
"Avenue de Clichy";"17";"54.83008061"
"Place du 18 juin 1940";"15";"34.74584986"
"Place de la Concorde";"8";"93.52852718"
"Rue des Bois";"19";"60.68908242"
"Pont Mirabeau";"15";"23.06281782"
"RUE DE RENNES";"6";"37.24330967"
"Avenue de la Porte de la Plaine";"15";"37.6214291"
"BOULEVARD DE MAGENTA";"10";"11.64776789"
"RUE DU PERE CORENTIN";"14";"6.61952732"
"Avenue de Flandre";"19";"14.11531473"
"BOULEVARD SOULT";"12";"26.36909234"
"Avenue des Champs-Elysées";"8";"11.38340824"
"Avenue des Champs-Elysées";"8";"59.63712399"
"Boulevard Voltaire";"11";"8.54933565"
"Quai d'Austerlitz";"13";"17.68184742"
"Boulevard Berthier";"17";"44.04003333"
"Boulevard Berthier";"17";"6.34327492"
"Boulevard Berthier";"17";"23.92953887"
"Boulevard Berthier";"17";"3.11223194"
"Rue de Rochechouart";"9";"762.83795241"
"Avenue de la Porte de Saint-Ouen";"18";"41.75614671"
"Avenue Franklin Roosevelt";"8";"33.62226176"
"Avenue Franklin Roosevelt";"8";"19.2352967"
"RUE DE KABYLIE";"19";"51.50691061"
"Avenue des Champs-Elysées";"8";"13.06177683"
"Rue Saint-Antoine";"4";"11.85528534"
"Rue Saint-Antoine";"4";"44.31077798"
"Rue de Tilsitt";"8";"56.10182893"
"BOULEVARD DE LA CHAPELLE";"10";"23.67141348"
"BOULEVARD DE LA VILLETTE";"10";"58.9847366"
"Rue de Tilsitt";"17";"31.9064782"
"Rue de Presbourg";"16";"31.71541765"
"Rue de Presbourg";"16";"46.93203771"
"Rue de Presbourg";"16";"31.60678049"
"Rue Charles Bossut";"12";"43.65989585"
"BOULEVARD DE GRENELLE";"15";"15.0200973"
"BOULEVARD KELLERMANN";"13";"14.53711344"
"Rue des Plantes";"14";"24.94230144"
"Rue Raymond Losserand";"14";"6.47156747"
"Rue de Varenne";"7";"7.30785347"
"Rue de Courcelles";"17";"59.6669282"
"Route des Sablons à la Porte Maillot";"16";"6.3759968"
"Rue de Turbigo";"1";"9.3997777"
"Boulevard Arago";"14";"23.29762769"
"Avenue des Champs-Elysées";"8";"35.61907437"
"Boulevard d'Auteuil";"16";"61.16765264"
"Rue Saint-Antoine";"4";"4.79465019"
"Rue de Turbio";"2";"18.86754874"
"Boulevard Bessières";"17";"6.66110256"
"Boulevard Bessières";"17";"3.75851866"
"Rue de Presbourg";"16";"35.92800603"
"Rue de Tilsitt";"8";"35.01626299"
"Avenue de la Porte d'Ivry";"13";"200.63160326"
"Avenue de la Porte d'Ivry";"13";"8.1937962"
"Avenue de la Porte d'Ivry";"13";"106.36281676"
"Avenue de la Porte d'Ivry";"13";"52.06875212"
"QUAI DES CELESTINS";"4";"47.56049088"
"Boulevard Bessières";"17";"5.28041882"
"Boulevard Bessières";"17";"8.44776716"
"AVENUE DE SAINT-MANDE";"12";"281.82608407"
"BOULEVARD VINCENT AURIOL";"13";"63.16626261"
"Rue de Rivoli";"4";"52.73780346"
"Avenue de la Porte des Ternes";"17";"24.34456557"
"Rue de la Porte d'Issy";"15";"27.93588108"
"BOULEVARD GARIBALDI";"15";"7.97198934"
"Rue Fernand Widal";"13";"9.01546029"
"Place de l'Ecole Militaire";"7";"34.39604915"
"Place des Insurgés de Varsovie";"15";"16.87128802"
"Place des Insurgés de Varsovie";"15";"17.20198827"
"Place Gambetta";"20";"10.9270602"
"Avenue de la Bourdonnais";"7";"23.19980333"
"Rue du Four";"6";"4.20973659"
"RUE DU COMMANDANT RENE MOUCHOTTE";"14";"11.56570861"
"Rue François Ier";"8";"7.90219766"
"Rue Marbeuf";"8";"86.32782206"
"Rue de la Montagne Sainte-Geneviève";"5";"14.34907439"
"Boulevard Suchet";"16";"632.95871504"
"Place Rio de Janeiro";"8";"10.42087989"
"Rue Saint-Charles";"15";"41.13373044"
"Quai d'Orsay";"7";"289.30470191"
"Rue Marcadet";"18";"50.03854849"
"Rue d'Aubervilliers";"10";"187.55049402"
"Boulevard Murat";"16";"132.31743927"
"PLACE D ITALIE";"13";"18.39905698"
"BOULEVARD AUGUSTE BLANQUI";"13";"61.69410442"
"AVENUE D ITALIE";"13";"23.22176848"
"AVENUE D ITALIE";"13";"30.98574208"
"AVENUE D ITALIE";"13";"16.77077131"
"AVENUE D ITALIE";"13";"14.5921415"
"BOULEVARD VINCENT AURIOL";"13";"5.16943752"
"PLACE NATIONALE";"13";"18.84077777"
"RUE DE PROVENCE";"9";"175.73078966"
"RUE NATIONALE";"13";"22.45326291"
"RUE DU CHATEAU DES RENTIERS";"13";"84.71573711"
"PONT CHARLES DE GAULLE";"13";"111.44250894"
"BOULEVARD DE CLICHY";"18";"61.24544404"
"QUAI PANHARD ET LEVASSOR";"13";"103.70872123"
"Boulevard Bessières";"17";"13.59849301"
"BOULEVARD MALESHERBES";"8";"23.86427498"
"BOULEVARD MALESHERBES";"8";"26.40364984"
"AVENUE DE FRANCE";"13";"7.72714014"
"BOULEVARD VICTOR";"15";"188.82722216"
"BOULEVARD EXELMANS";"16";"58.49277042"
"BOULEVARD KELLERMANN";"13";"14.52351397"
"BOULEVARD BRUNE";"14";"70.25155361"
"BOULEVARD BRUNE";"14";"86.74285598"
"BOULEVARD MASSENA";"13";"10.35958673"
"BOULEVARD MASSENA";"13";"28.28315562"
"BOULEVARD MASSENA";"13";"5.78694898"
"BOULEVARD KELLERMANN";"13";"15.89175989"
"BOULEVARD KELLERMANN";"13";"117.72252197"
"QUAI D ORSAY";"7";"31.15589248"
"AVENUE DU MARECHAL GALLIENI";"7";"40.117186"
"AVENUE DU MARECHAL GALLIENI";"7";"40.117186"
"AVENUE DU MARECHAL GALLIENI";"7";"38.14720041"
"RUE HENRY FARMAN";"15";"46.15826522"
"BOULEVARD JOURDAN";"14";"10.76562806"
"BOULEVARD KELLERMANN";"13";"108.16815676"
"PONT ALEXANDRE III";"7";"94.97387961"
"PLACE DU PONT NEUF";"1";"31.97357074"
"AVENUE EMILE ZOLA";"15";"12.22738794"
"BOULEVARD PASTEUR";"15";"19.34836723"
"PLACE DU MARECHAL DE LATTRE DE TASSIGNY";"16";"53.24629392"
"BOULEVARD PASTEUR";"15";"31.68347516"
"Rue Duphot";"1";"76.13467508"
"Boulevard Maleshebes";"8";"117.56064072"
"PLACE TATTEGRAIN";"16";"12.86824948"
"AVENUE HENRI MARTIN";"16";"114.52109754"
"AVENUE GEORGES MENDEL";"16";"324.98153393"
"AVENUE LOUIS BARTHOU";"16";"254.5159903"
"AVENUE DE SAINT CLOUD";"16";"96.2786246"
"AVENUE DE SAINT CLOUD";"16";"24.63916735"
"PLACE DE COLOMBIE";"16";"10.48583446"
"PORTE MAILLOT";"16";"60.25571703"
"ALLEE DE LONGCHAMP";"16";"99.71442449"
"BOULEVARD AUGUSTE BLANQUI";"13";"8.6378559"
"BOULEVARD AUGUSTE BLANQUI";"13";"5.5915259"
"BOULEVARD AUGUSTE BLANQUI";"13";"5.37954483"
"RUE D ALEMBERT";"14";"34.05320353"
"RUE DU COMMANDEUR";"14";"54.01979972"
"RUE DU PERE CORENTIN";"14";"8.66214098"
"RUE SAINT JACQUES";"5";"33.85096495"
"RUE SAINT JACQUES";"5";"117.27267115"
"RUE DES ARTISTES";"14";"5.39712151"
"BOULEVARD HENRI IV";"4";"36.41122341"
"COURS ALBERT 1ER";"8";"6.76350344"
"BOULEVARD MALESHERBES";"8";"26.20864396"
"BOULEVARD MALESHERBES";"8";"28.58944355"
"AVENUE ERNEST RENAN";"15";"274.22616854"
"PLACE DES TERNES";"17";"17.23516036"
"QUAI DE VALMY";"10";"17.00179755"
"QUAI DE VALMY";"10";"116.90331643"
"QUAI DE VALMY";"10";"184.50280306"
"RUE LOUIS ARMAND";"15";"8.98082782"
"RUE JULIA BARTET";"14";"10.74500575"
"BOULEVARD DE MAGENTA";"10";"6.62273023"
"RUE DE CHATEAUDUN";"9";"19.21888464"
"AVENUE CLAUDE REGAUD";"13";"11.65124954"
"BOULEVARD DE COURCELLES";"17";"20.93800003"
"RUE LARREY";"5";"13.84792008"
"BOULEVARD SAINT-DENIS";"2";"91.9922186"
"BOULEVARD RICHARD LENOIR";"11";"23.62342341"
"BOULEVARD RICHARD LENOIR";"11";"22.65424866"
"RUE DE PROVENCE";"9";"119.41726411"
"RUE DU CHATEAU D EAU";"10";"81.64945906"
"QUAI DE JEMMAPES";"10";"26.79042109"
