"voie";"arrdt";"cycling_length"
"Quai de la Tournelle";"5";"9.80468016"
"Avenue de la Grande Armée";"16";"22.7417389"
"Boulevard Berthier";"17";"15.13118463"
"Rue Tristan Tzara";"18";"93.91918002"
"Rue Saint-Antoine";"4";"4.57480257"
"Rue Saint-Antoine";"4";"44.31077798"
"PLACE ADOLPHE MAX";"9";"13.1933697"
"BOULEVARD MALESHERBES";"17";"50.53176819"
"Avenue des Champs-Elysées";"8";"669.95314291"
"BOULEVARD DE COURCELLES";"17";"150.38086293"
"AVENUE DE FRANCE";"13";"3.58555028"
"BOULEVARD DE GRENELLE";"15";"38.05453456"
"Rue Dante";"5";"103.39425278"
"Quai de la Gare";"13";"12.964991"
"Rue Ramus";"20";"43.90430918"
"PLACE DE WAGRAM";"17";"25.60745784"
"RUE DE RENNES";"6";"6.03083824"
"Rue de Tolbiac";"13";"69.47653888"
"Rue de Tolbiac";"13";"25.46440557"
"Boulevard Bessières";"17";"18.22000579"
"Boulevard Bessières";"17";"24.25126939"
"Rue Jean-Pierre Timbaud";"11";"127.59742855"
"RUE ROBERT ESNAULT PELTERIE";"7";"133.48760439"
"Boulevard Bessières";"17";"9.27488223"
"BOULEVARD DE MAGENTA";"10";"27.91104622"
"AVENUE DE LAUMIERE";"19";"16.27053708"
"RUE DU MOULIN JOLY";"11";"107.2212758"
"Rue de Tilsitt";"8";"39.65472048"
"Rue Cadet";"9";"85.90153001"
"Quai André Citroën";"15";"23.13250445"
"AVENUE DU MARECHAL GALLIENI";"7";"166.18130302"
"Avenue des Champs-Elysées";"8";"7.54737725"
"Boulevard Voltaire";"11";"4.16082359"
"Boulevard Voltaire";"11";"6.58270054"
"Place de la Bastille";"11";"58.2477079"
"Boulevard Berthier";"17";"8.30281626"
"Boulevard Berthier";"17";"179.14456587"
"Boulevard Berthier";"17";"5.69587825"
"Rue des Plantes";"14";"9.43411954"
"Avenue de la Porte de Saint-Ouen";"18";"63.65437469"
"RUE DE ROME";"8";"28.10515278"
"BOULEVARD DE LA CHAPELLE";"18";"42.15876805"
"Rue Saint-Antoine";"4";"14.5737289"
"Place Auguste Baron";"19";"29.15638377"
"AVENUE EDISON";"13";"47.25366933"
"PLACE EDOUARD RENARD";"12";"87.95082636"
"Boulevard de Reuilly";"12";"16.81820477"
"Rue des Plantes";"14";"13.0721462"
"Boulevard Berthier";"17";"21.73461876"
"Boulevard Voltaire";"11";"7.92524916"
"Rue de Turbigo";"1";"4.54970648"
"Avenue Georges Lafenestre";"14";"24.86297745"
"Avenue Georges Lafenestre";"14";"6.0993952"
"Boulevard Arago";"14";"16.12757511"
"RUE DU CHATEAU DES RENTIERS";"13";"84.71582167"
"AVENUE D ITALIE";"13";"35.51692943"
"BOULEVARD DE BERCY";"12";"26.70228365"
"AVENUE DAUMESNIL";"12";"49.22893131"
"Boulevard Voltaire";"11";"8.67611443"
"COURS ALBERT 1ER";"8";"8.77040616"
"PLACE EDOUARD RENARD";"12";"20.6624831"
"AVENUE DES CANADIENS";"12";"149.10340403"
"Avenue des Champs-Elysées";"8";"25.62816765"
"Avenue des Champs-Elysées";"8";"7.17094954"
"Avenue des Champs-Elysées";"8";"25.71962161"
"Rue de Rivoli";"4";"12.17498756"
"Boulevard de Grenelle";"15";"57.00989594"
"BOULEVARD SOULT";"12";"14.26921383"
"Rue Didot";"14";"7.48349578"
"Avenue de Clichy";"17";"14.39237392"
"Avenue de Clichy";"17";"21.52155416"
"Avenue de Clichy";"17";"8.613138"
"Avenue de Clichy";"17";"16.95406122"
"Rue Francis de Croisset";"18";"24.19333635"
"RUE DE L OUEST";"14";"76.51685754"
"Rue de la Poterne des Peupliers";"13";"6.51608239"
"Rue de la Poterne des Peupliers";"13";"18.54018569"
"Avenue de Clichy";"17";"8.10319717"
"BOULEVARD DE LA VILLETTE";"10";"21.78072167"
"Rue Sorbier";"20";"36.57919094"
"Boulevard de Strasbourg";"10";"19.08776858"
"PONT MIRABEAU";"15";"11.65270795"
"Avenue de la Porte de la Plaine";"15";"22.22940028"
"Place des Insurgés de Varsovie";"15";"12.26224442"
"AVENUE DE FRANCE";"13";"14.87982516"
"Place Gambetta";"20";"18.45862466"
"Place Gambetta";"20";"18.21847152"
"Rue François Ier";"8";"8.08360185"
"Rue Ordener";"18";"160.28394737"
"Rue François Ier";"8";"19.52945504"
"Rue François Ier";"8";"11.64275207"
"Rue Guilleminot";"14";"140.56630999"
"Rue Saint-Charles";"15";"408.95845836"
"Rue Didot";"14";"4.49012844"
"Rue d'Aubervilliers";"10";"188.88030136"
"Rue Claude Terrasse";"16";"354.89926491"
"Boulevard Bessières";"17";"44.13968651"
"Boulevard Arago";"13";"221.86095229"
"Boulevard Arago";"13";"4.64526023"
"Place Auguste Baron";"19";"11.57429932"
"RUE DE TANGER";"19";"60.83063168"
"Rue de Rivoli";"4";"8.14942819"
"Rue d'Aubervilliers";"18";"334.84548604"
"Rue de Turbigo";"3";"462.74956477"
"AVENUE HENRI MARTIN";"16";"215.35621795"
"PLACE DU MARECHAL DE LATTRE DE TASSIGNY";"16";"17.36601902"
"Rue de la Porte d'Issy";"15";"288.88605596"
"Place Léon Blum";"11";"23.33612244"
"Quai de Montebello";"5";"12.59715442"
"Quai de la Tournelle";"5";"34.729755"
"Quai de la Tournelle";"5";"5.01773852"
"BOULEVARD DE L AMIRAL BRUIX";"16";"20.97203866"
"AVENUE DAUMESNIL";"12";"13.22458953"
"Place des Insurgés de Varsovie";"15";"5.15504175"
"Place des Insurgés de Varsovie";"15";"12.57109727"
"Place des Insurgés de Varsovie";"15";"11.22731792"
"Place des Insurgés de Varsovie";"15";"14.66774005"
"Place des Insurgés de Varsovie";"15";"22.52965875"
"Boulevard de Strasbourg";"10";"146.41569544"
"Place des Insurgés de Varsovie";"15";"6.80142325"
"Place Gambetta";"20";"10.46209124"
"QUAI DE L HOTEL DE VILLE";"4";"54.71570894"
"Rue du Four";"6";"10.86575294"
"Rue François Ier";"8";"24.35879525"
"Rue François Ier";"8";"28.10101807"
"Rue François Ier";"8";"20.51784862"
"Avenue Roger Cahen";"15";"47.70780212"
"Boulevard Suchet";"16";"619.303213"
"Place Rio de Janeiro";"8";"9.96325964"
"Place Rio de Janeiro";"8";"9.96325964"
"Rue Laffitte";"9";"191.91173052"
"QUAI D ORSAY";"7";"36.98296349"
"Rue Didot";"14";"11.4124923"
"Avenue de Clichy";"17";"27.3305336"
"Avenue de Clichy";"17";"38.04272127"
"Rue du Général Niox";"16";"168.53422278"
"Place Valhubert";"13";"49.79648183"
"BOULEVARD SAINT-DENIS";"2";"15.62765654"
"BOULEVARD DE PICPUS";"12";"6.37475968"
"RUE NATIONALE";"13";"61.20876774"
"Boulevard Bessières";"17";"14.66655018"
"BOULEVARD DE LA CHAPELLE";"10";"12.11941887"
"Rue Lecourbe";"15";"1070.01156272"
"RUE DE L ERMITAGE";"20";"50.99244477"
"Avenue de la Grande Armée";"16";"13.38477522"
"Avenue des Champs-Elysées";"8";"46.19751668"
"Avenue des Champs-Elysées";"8";"4.28047721"
"Avenue des Champs-Elysées";"8";"21.20337286"
"Rue Saint-Antoine";"4";"7.63341556"
"QUAI BRANLY";"7";"16.1162393"
"Avenue de Clichy";"17";"19.21645469"
"Avenue de Clichy";"17";"10.93716186"
"RUE LAFAYETTE";"10";"19.23142674"
"BOULEVARD DE COURCELLES";"17";"34.13486197"
"BOULEVARD MORLAND";"4";"11.87322429"
"BOULEVARD DE PICPUS";"12";"25.57038081"
"Rue Riquet";"18";"27.88227131"
"Rue Francis de Croisset";"18";"10.76430688"
"Avenue de Clichy";"17";"4.07833924"
"Avenue de Clichy";"17";"11.70708089"
"Avenue de Clichy";"17";"4.74192254"
"Avenue de Clichy";"17";"4.4995958"
"Rue de Montagne de la Fage";"15";"26.82610503"
"Rond-point du Pont Mirabeau";"15";"20.95678324"
"BOULEVARD MORTIER";"20";"8.1985174"
"QUAI DE VALMY";"10";"17.54072935"
"Place de la Concorde";"8";"427.24249485"
"Avenue de la Porte de Montreuil";"20";"73.1098273"
"Rue Vernet";"8";"4.98793034"
"Boulevard du Général Jean Simon";"13";"21.0988923"
"Place des Insurgés de Varsovie";"15";"11.99819568"
"BOULEVARD MALESHERBES";"17";"20.53636241"
"BOULEVARD BARBES";"18";"126.36714039"
"AVENUE EDISON";"13";"34.13963197"
"AVENUE D ITALIE";"13";"46.54070963"
"AVENUE D ITALIE";"13";"22.78988538"
"AVENUE D ITALIE";"13";"21.05673949"
"AVENUE D ITALIE";"13";"78.58417031"
"RUE NATIONALE";"13";"13.7828151"
"QUAI DE LA RAPEE";"12";"9.62696195"
"BOULEVARD VINCENT AURIOL";"13";"13.03627303"
"BOULEVARD VINCENT AURIOL";"13";"27.39873056"
"QUAI PANHARD ET LEVASSOR";"13";"43.14568217"
"QUAI PANHARD ET LEVASSOR";"13";"110.6533153"
"QUAI PANHARD ET LEVASSOR";"13";"6.08953646"
"BOULEVARD MALESHERBES";"8";"45.44120784"
"BOULEVARD LEFEBVRE";"15";"9.2368739"
"BOULEVARD VICTOR";"15";"12.11611049"
"BOULEVARD MALESHERBES";"8";"20.15197373"
"BOULEVARD LEFEBVRE";"15";"67.8711584"
"BOULEVARD JOURDAN";"14";"90.10966986"
"BOULEVARD EXELMANS";"16";"34.94403812"
"BOULEVARD BRUNE";"14";"5.71701535"
"BOULEVARD MASSENA";"13";"15.20723499"
"AVENUE DU MARECHAL GALLIENI";"7";"81.71547894"
"RUE HENRY FARMAN";"15";"117.6960007"
"BOULEVARD JOURDAN";"13";"9.27863867"
"BOULEVARD MASSENA";"13";"87.02496233"
"COURS LA REINE";"8";"349.84384083"
"COURS LA REINE";"8";"349.15923676"
"Rue Vercingétorix";"14";"23.11783031"
"RUE VERCINGETORIX";"14";"18.8574224"
"AVENUE EMILE ZOLA";"15";"13.99946554"
"BOULEVARD DE GRENELLE";"15";"37.00443059"
"AVENUE FOCH";"16";"12.077337"
"PLACE DU MARECHAL DE LATTRE DE TASSIGNY";"16";"43.99729665"
"BOULEVARD THIERRY DE MARTEL";"16";"3.34035392"
"PLACE DE CATALOGNE";"14";"69.80850022"
"PLACE DE CATALOGNE";"14";"22.17813174"
"Place de la Madeleine";"8";"175.29972776"
"PONT MIRABEAU";"16";"78.52687612"
"PONT DE BIR HAKEIM";"16";"118.97676991"
"AVENUE HENRI MARTIN";"16";"15.2425669"
"BOULEVARD AUGUSTE BLANQUI";"13";"47.21142558"
"PORTE MAILLOT";"16";"14.42731012"
"AVENUE DE NEW YORK";"16";"8.60670591"
"ALLEE DE LONGCHAMP";"16";"789.51565733"
"BOULEVARD AUGUSTE BLANQUI";"13";"31.05558955"
"BOULEVARD AUGUSTE BLANQUI";"13";"37.29753947"
"BOULEVARD AUGUSTE BLANQUI";"13";"8.31863758"
"RUE D ALENBERT";"14";"36.8008564"
"AVENUE RENE COTY";"14";"15.12985298"
"RUE DE CROULEBARBE";"13";"293.26585718"
"AVENUE ANDRE RIVOIRE";"14";"176.61019312"
"RUE DE LA TOMBE ISSOIRE";"14";"14.77213332"
"RUE DE LA TOMBE ISSOIRE";"14";"5.70930908"
"RUE BONAPARTE";"6";"76.21543283"
"QUAI DES CELESTINS";"4";"88.4463416"
"BOULEVARD HENRI IV";"4";"23.69546748"
"RUE DE LA VERRERIE";"4";"27.91565667"
"COURS LA REINE";"8";"56.99137907"
"BOULEVARD MALESHERBES";"8";"38.5037016"
"BOULEVARD MALESHERBES";"8";"25.3348816"
"BOULEVARD MALESHERBES";"8";"78.63767272"
"QUAI DE LA RAPEE";"12";"66.48996082"
"BOULEVARD DE COURCELLES";"8";"129.12222028"
"RUE GERARD";"13";"17.26805377"
"QUAI DE LA RAPEE";"12";"9.19192746"
"QUAI DE LA RAPEE";"12";"15.33602684"
"BOULEVARD DE CHARONNE";"11";"23.13494832"
"RUE LOUIS ARMAND";"15";"255.92116244"
"RUE DE RENNES";"6";"37.77387271"
"RUE JULIA BARTET";"14";"42.05612506"
"RUE AMELOT";"11";"135.23097046"
"BOULEVARD DE MAGENTA";"10";"66.68909395"
"RUE LAFAYETTE";"10";"19.93006936"
"RUE LA FAYETTE";"10";"168.82019556"
"RUE TOURNUS";"15";"27.96368078"
"RUE LOUIS BLANC";"10";"78.43664784"
"RUE GUILLAUME APOLLINAIRE";"6";"41.03440568"
"RUE VILLIOT";"12";"27.57264261"
"BOULEVARD DE LA CHAPELLE";"10";"33.20226085"
"QUAI D IVRY";"13";"8.97941907"
"AVENUE DE L HIPPODROME";"16";"6.49867758"
"AVENUE DAUMESNIL";"12";"86.76388292"
"AVENUE DAUMESNIL";"12";"174.16766508"
"RUE SANTREUIL";"5";"146.4661942"
"BOULEVARD DE BONNE NOUVELLE";"2";"112.31757307"
"AVENUE DAUMESNIL";"12";"33.25410225"
"Boulevard Richard Lenoir";"11";"686.6337094"
"RUE CORVISART";"13";"129.21693251"
"RUE DE LOURMEL";"15";"22.21720383"
"RUE DE LOURMEL";"15";"122.39708694"
"BOULEVARD DE MAGENTA";"10";"28.43676054"
"BOULEVARD DE GRENELLE";"15";"56.22151482"
"BOULEVARD DIDEROT";"12";"37.21216227"
"BOULEVARD DE ROCHECHOUART";"18";"284.79791591"
"BOULEVARD DE MAGENTA";"10";"19.39135695"
"RUE HAUTEFEUILLE";"6";"14.43224355"
"RUE DES LYONNAIS";"5";"63.51814783"
"QUAI DE JEMMAPES";"10";"83.40327884"
"BOULEVARD DE MAGENTA";"10";"56.95836068"
"BOULEVARD DE MAGENTA";"10";"30.27439039"
"RUE LAFFITTE";"9";"10.15857196"
"RUE CHAUCHAT";"9";"83.2472032"
"BOULEVARD MASSENA";"13";"16.31502293"
"AVENUE DE LA PORTE DE VITRY";"13";"109.05297005"
"AVENUE DE LA PORTE DE VITRY";"13";"6.61897601"
"RUE DE ROME";"17";"45.86541299"
"BOULEVARD GARIBALDI";"15";"4.79498427"
"BOULEVARD GARIBALDI";"15";"20.07903467"
"PLACE CAMBRONNE";"15";"6.25091077"
"RUE BLEUE";"9";"47.35117053"
"RUE DE L AQUEDUC";"10";"138.02251007"
"RUE DE GRENELLE";"7";"57.09155097"
"RUE HAUTEFEUILLE";"6";"87.99695011"
"RUE DES QUATRE VENTS";"6";"81.83144712"
"RUE NATIONALE";"13";"6.46441915"
"RUE BREGUET";"11";"37.29302307"
"BOULEVARD DE LA BASTILLE";"12";"154.72313347"
"BOULEVARD DE LA BASTILLE";"12";"10.37448194"
"QUAI DE LA RAPEE";"12";"8.87386"
"BOULEVARD PONIATOWSKI";"12";"81.18598036"
"AVENUE BOUTROUX";"13";"161.2786553"
"BOULEVARD DE BELLEVILLE";"11";"44.47842818"
"BOULEVARD DE GRENELLE";"15";"16.60410318"
"RUE DE MONTREUIL";"11";"44.77235839"
"PLACE DU CANADA";"8";"15.48022411"
"RUE HENRI FEULARD";"10";"65.98750307"
"QUAI BRANLY";"7";"11.80670524"
"QUAI ANDRE CITROEN";"15";"17.3055291"
"QUAI DE LA RAPEE";"12";"10.22540961"
"AVENUE DE BEL AIR";"12";"252.24304527"
"RUE CHARLES HERMITE";"18";"29.6773423"
"RUE ORFILA";"20";"62.02582306"
"RUE ARMAND CARREL";"19";"68.60963578"
"AVENUE DE VILLIERS";"17";"11.09374747"
"AVENUE DE VILLIERS";"17";"72.19583251"
"RUE LEPIC";"18";"14.73254304"
"AVENUE DE NOGENT";"12";"10.04260158"
"BOULEVARD DE CHARONNE";"20";"33.16798013"
"BOULEVARD DE LA CHAPELLE";"18";"24.53197902"
"BOULEVARD MACDONALD";"19";"88.07785624"
"BOULEVARD MACDONALD";"19";"8.71605298"
"Boulevard Ney";"18";"1936.19134682"
"RUE CURIAL";"19";"23.86462685"
"AVENUE DE GRAVELLE";"12";"14.24353665"
"BOULEVARD PONIATOWSKI";"12";"444.46914086"
"BOULEVARD SOULT";"12";"87.92742739"
"AVENUE DE LA PORTE DES LILAS";"20";"14.94136866"
"RUE DAMREMONT";"18";"18.03723089"
"BOULEVARD MORTIER";"20";"61.14866324"
"BOULEVARD DU FORT DE VAUX";"17";"57.63421747"
"RUE BELGRAND";"20";"145.41933838"
"RUE BELGRAND";"20";"21.67564305"
"AVENUE IBSEN";"20";"139.45599735"
"RUE SAINT YVES";"14";"4.90951294"
"RUE LEGENDRE";"17";"91.53368455"
"BOULEVARD DE LA VILLETTE";"19";"146.32229087"
"PORTE DE VINCENNES";"20";"11.53839889"
"RUE LEON FRAPIE";"20";"9.28336624"
"RUE DAMREMONT";"18";"38.34314054"
"AVENUE JEAN JAURES";"19";"23.50720763"
"BOULEVARD DE MENILMONTANT";"20";"19.61230946"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"51.83017373"
"BOULEVARD MALESHERBES";"17";"24.8588624"
"BOULEVARD MACDONALD";"19";"221.51444736"
"AVENUE DES MINIMES";"12";"24.03038448"
"AVENUE DES MINIMES";"12";"6.67909951"
"BOULEVARD MORTIER";"20";"6.78728261"
"RUE BELGRAND";"20";"77.18837695"
"RUE DE CLIGNANCOURT";"18";"14.48143557"
"AVENUE DAUMESNIL";"12";"10.85300153"
"BOULEVARD SERURIER";"19";"26.5144645"
"Voie Georges Pompidou";"16";"89.46785688"
"BOULEVARD BARBES";"18";"5.29616732"
"AVENUE DE LA PORTE DE VINCENNES";"12";"36.40347094"
"PORTE DE VINCENNES";"12";"5.34329087"
"AVENUE DAUMESNIL";"12";"26.82901058"
"AVENUE DE SAINT-MANDE";"12";"58.96189446"
"COURS DE VINCENNES";"20";"36.70253453"
"BOULEVARD DE MENILMONTANT";"20";"253.38064335"
"AVENUE DAUMESNIL";"12";"186.28212523"
"BOULEVARD MACDONALD";"19";"43.82285353"
"AVENUE DE LA PORTE DE PANTIN";"19";"34.77118869"
"BOULEVARD DE CHARONNE";"20";"29.88091107"
"BOULEVARD DE CHARONNE";"20";"16.86739124"
"AVENUE DU BELVEDERE";"19";"54.90373801"
"RUE DE LAGNY";"20";"221.75105433"
"AVENUE DAUMESNIL";"12";"43.2066709"
"Boulevard du Bois le Prêtre";"17";"41.04531001"
"RUE HAXO";"20";"29.52678231"
"RUE REBEVAL";"19";"8.58366798"
"AVENUE JEAN JAURES";"19";"11.61153522"
"AVENUE JEAN JAURES";"19";"19.27443741"
"AVENUE JEAN JAURES";"19";"88.65639537"
"RUE DE CRIMEE";"19";"24.28960086"
"RUE ERNEST GOUIN";"17";"21.92960722"
"RUE ANDRE BRECHET";"17";"181.26496178"
"RUE LOUIS PASTEUR VALLERY RADOT";"18";"11.7055304"
"BOULEVARD DE CHARONNE";"20";"15.07921837"
"BOULEVARD DE CHARONNE";"20";"7.58176784"
"PORTE DE LA CHAPELLE";"18";"37.09626506"
"Rue Aimé Lavy";"18";"28.80133953"
"AVENUE DE LA PORTE DE CHAUMONT";"19";"103.85461633"
"RUE CORIOLIS";"12";"266.92283603"
"AVENUE DE VILLIERS";"17";"20.97587493"
"BOULEVARD NEY";"18";"132.9460236"
"RUE DES FOUGERES";"20";"10.39635698"
"PLACE DE LA PORTE DE PANTIN";"19";"25.14035019"
"BOULEVARD DAVOUT";"20";"122.3698239"
"BOULEVARD DE BERCY";"12";"48.24511995"
"BOULEVARD DE BERCY";"12";"15.4657049"
"BOULEVARD DE BERCY";"12";"35.23171398"
"AVENUE DE VILLIERS";"17";"123.89897206"
"ESPLANADE SAINT-LOUIS";"12";"9.89777419"
"AVENUE DAUMESNIL";"12";"181.03312645"
"AVENUE DE LAUMIERE";"19";"16.62262069"
"RUE CARDINET";"17";"22.46992216"
"BOULEVARD DIDEROT";"12";"11.8152033"
"PLACE DES TERNES";"8";"20.30781954"
"Rue Vaucanson";"3";"44.31381928"
"Rue Saint-Antoine";"4";"5.58814646"
"Rue Saint-Antoine";"4";"22.71709789"
"Boulevard Arago";"13";"6.74835158"
"BOULEVARD GARIBALDI";"15";"13.53238963"
"PLACE DE LA PORTE DE BAGNOLET";"20";"23.90690906"
"BOULEVARD DE ROCHECHOUART";"9";"24.35770505"
"AVENUE DU MARECHAL GALLIENI";"7";"82.14254299"
"Avenue des Champs-Elysées";"8";"25.70111662"
"Avenue des Champs-Elysées";"8";"16.09209467"
"RUE DU COUEDIC";"14";"13.73008498"
"Place Auguste Baron";"19";"10.13419617"
"PORTE D AUBERVILLIERS";"19";"29.05718591"
"Rue de Tilsitt";"16";"33.02976942"
"Rue de Presbourg";"16";"29.44013743"
"Route de la Pyramide";"12";"1023.17236678"
"Boulevard de Reuilly";"12";"17.38294926"
"RUE DES FOUGERES";"20";"219.60806418"
"AVENUE DENFERT ROCHEREAU";"14";"32.91349756"
"BOULEVARD GARIBALDI";"15";"15.42353939"
"QUAI D IVRY";"13";"50.29029843"
"Rue des Plantes";"14";"9.27991984"
"Rue des Plantes";"14";"18.58359028"
"Avenue du Docteur Gley";"20";"82.45507014"
"Rue Paul Meurice";"20";"10.27528199"
"Boulevard Voltaire";"11";"55.42365678"
"Boulevard Arago";"14";"20.19800335"
"Boulevard Arago";"14";"4.25090482"
"Boulevard Arago";"13";"192.18711444"
"Routes des Lacs à Passy";"16";"312.22940709"
"Boulevard Bessières";"17";"15.307317"
"Boulevard Bessières";"17";"9.62391365"
"Boulevard Bessières";"17";"62.13036611"
"Boulevard Bessières";"17";"54.66819212"
"Boulevard Bessières";"17";"8.59097972"
"PORTE D AUBERVILLIERS";"19";"14.99065482"
"Rue de Rivoli";"4";"55.40685588"
"Rue Alphonse Boudard";"13";"152.92652461"
"PONT DE BIR HAKEIM";"15";"17.9259889"
"Rue de Rivoli";"4";"25.94592156"
"PLACE DE LA PORTE DE BAGNOLET";"20";"4.07520181"
"ROUTE DE SURESNES";"16";"327.62102699"
"RUE LE VAU";"20";"540.39441196"
"Quai André Citroën";"15";"508.30831599"
"Place Léon Blum";"11";"22.07925643"
"Place Léon Blum";"11";"16.69050686"
"Quai de la Tournelle";"5";"9.53486387"
"Quai Saint-Michel";"5";"31.60721514"
"BOULEVARD DE ROCHECHOUART";"9";"14.92110229"
"Place Valhubert";"5";"29.27980994"
"Quai de la Gare";"13";"13.50825626"
"Avenue des Champs-Elysées";"8";"5.16725245"
"Avenue des Champs-Elysées";"8";"4.73485288"
"Place de la Porte Molitor";"16";"94.0324184"
"Quai d'Austerlitz";"13";"25.44576722"
"Rue Neuve Tolbiac";"13";"52.74986632"
"Rue de Tolbiac";"13";"9.80898385"
"Boulevard Bessières";"17";"66.19550434"
"AVENUE D ITALIE";"13";"30.67728085"
"Quai des Grands-Augustins";"6";"365.8759907"
"Avenue de la Porte d'Ivry";"13";"18.09136056"
"BOULEVARD AUGUSTE BLANQUI";"13";"14.8532516"
"BOULEVARD AUGUSTE BLANQUI";"13";"38.68509325"
"AVENUE DE LA PORTE DU PRE SAINT-GERVAIS";"19";"68.72512974"
"QUAI DE LA RAPEE";"12";"9.75662406"
"RUE SAINT ANDRE DES ARTS";"6";"36.58376377"
"Place de la Bastille";"4";"38.68406557"
"Place de la Bastille";"4";"26.80964703"
"Rue de Tilsitt";"8";"27.03526676"
"RUE DAMREMONT";"18";"46.80656121"
"BOULEVARD DE CHARONNE";"11";"82.60360733"
"Boulevard Berthier";"17";"26.18261171"
"Boulevard Berthier";"17";"7.10149237"
"Boulevard Voltaire";"11";"34.45369629"
"BOULEVARD BARBES";"18";"64.39078146"
"PORTE DE VINCENNES";"12";"11.63150574"
"AVENUE DAUMESNIL";"12";"11.84755359"
"RUE DES DOCTEURS DEJERINE";"20";"260.04102904"
"BOULEVARD DE PICPUS";"12";"64.59258989"
"RUE DE LAGNY";"20";"7.10929373"
"AVENUE DE LA PORTE DE VINCENNES";"12";"13.57469019"
"BOULEVARD SOULT";"12";"15.21193839"
"PLACE DU CARDINAL LAVIGERIE";"12";"9.59475877"
"RUE DU MONT CENIS";"18";"193.17297021"
"BOULEVARD DE CHARONNE";"20";"13.58395444"
"BOULEVARD DE CHARONNE";"20";"7.24710156"
"BOULEVARD DE CHARONNE";"20";"18.9841366"
"BOULEVARD DE CHARONNE";"20";"12.06847532"
"BOULEVARD DE CHARONNE";"20";"16.98274097"
"BOULEVARD D INDOCHINE";"19";"208.27071881"
"QUAI FRANCOIS MAURIAC";"13";"474.29160658"
"RUE DE LAGNY";"20";"114.78429588"
"AVENUE DAUMESNIL";"12";"20.88113998"
"BOULEVARD BARBES";"18";"13.89028635"
"BOULEVARD BARBES";"18";"13.99388424"
"AVENUE JEAN JAURES";"19";"16.24414406"
"RUE DE CRIMEE";"19";"15.20519423"
"RUE DE CRIMEE";"19";"9.5398463"
"AVENUE DE GRAVELLE";"12";"1626.45888448"
"PLACE FELIX EBOUE";"12";"20.19036918"
"PLACE FELIX EBOUE";"12";"10.61319201"
"PLACE DE LA NATION";"11";"33.50103993"
"Rue Dante";"5";"10.7086011"
"Rue de Clignancourt";"18";"66.56137035"
"AVENUE DE GRAVELLE";"12";"25.08076431"
"BOULEVARD D INDOCHINE";"19";"27.63812514"
"RUE DE WATTIGNIES";"12";"31.82877881"
"AVENUE JEAN JAURES";"19";"5.88121537"
"BOULEVARD MACDONALD";"19";"20.3694737"
"PORTE D AUBERVILLIERS";"19";"13.91706808"
"RUE DES FRERES FLAVIEN";"20";"178.82263644"
"PLACE DE LA PORTE DE PANTIN";"19";"111.92054317"
"PLACE DE LA PORTE DE PANTIN";"19";"26.11524851"
"ESPLANADE SAINT-LOUIS";"12";"83.00560425"
"BOULEVARD DAVOUT";"20";"79.35240072"
"RUE NAVIER";"17";"23.61419795"
"RUE EDOUARD PAILLERON";"19";"157.30554398"
"RUE MANIN";"19";"172.66361867"
"RUE DE TANGER";"19";"231.1375471"
"RUE DE TANGER";"19";"56.05424327"
"RUE CARDINET";"17";"12.01917522"
"RUE DU DOCTEUR PAUL BROUSSE";"17";"17.91197454"
"RUE ABEL";"12";"106.2329003"
"Quai de la Tournelle";"5";"16.54096727"
"Quai de Montebello";"5";"55.95955151"
"Boulevard de Sébastopol";"1";"868.16976888"
"Rue du 8 mai 1945";"10";"131.68223738"
"Boulevard Arago";"13";"4.78241072"
"Boulevard Arago";"13";"42.93733867"
"Boulevard Arago";"13";"10.87193894"
"AVENUE DE VILLIERS";"17";"30.3031888"
"RUE DE LOURMEL";"15";"77.48754541"
"RUE DE PALESTRO";"2";"82.65534306"
"QUAI DE LA LOIRE";"19";"8.42368597"
"AVENUE JEAN JAURES";"19";"101.27401658"
"BOULEVARD RASPAIL";"14";"24.07293497"
"COURS ALBERT 1ER";"8";"11.88763322"
"Rue Louis Delaporte";"20";"69.62525764"
"Avenue des Champs-Elysées";"8";"10.62885849"
"Avenue Georges Lafenestre";"14";"22.5470623"
"Quai d'Austerlitz";"13";"80.75661542"
"QUAI DE LA RAPEE";"12";"2.01493153"
"Rue Saint-Antoine";"4";"5.30864742"
"Boulevard Arago";"14";"10.90874313"
"Boulevard Arago";"14";"4.77919936"
"Boulevard Arago";"13";"43.88337691"
"BOULEVARD JOURDAN";"14";"10.2498372"
"RUE SAINT PAUL";"4";"162.13527792"
"Avenue du Président Kenney";"16";"16.64414212"
"BOULEVARD ADOLPHE PINARD";"14";"10.53122897"
"Rue Didot";"14";"4.95830389"
"Avenue de Clichy";"17";"5.14717417"
"Avenue de Clichy";"17";"9.11833697"
"Avenue de Clichy";"17";"12.59910571"
"Avenue de Clichy";"17";"24.11677647"
"COURS LA REINE";"8";"7.64641256"
"Rue Frédéric Brnet";"17";"5.27705992"
"Rue Francis de Croisset";"18";"69.44827724"
"Rue Jean Cocteau";"18";"62.25340098"
"Quai Louis Blériot";"16";"93.01372999"
"Coulée verte René Dumont";"12";"565.33573245"
"Avenue de Clichy";"17";"4.79476437"
"Avenue de Clichy";"17";"8.41975827"
"BOULEVARD MORTIER";"20";"26.71483522"
